2,"SELECT TOP # s.SpecObjID, s.z, L1.ew, L1.ewErr, L1.continuum, L2.ew, L2.ewErr, L2.continuum, S.petroMag_r, S.petroMagErr_r INTO mydb.Try2 FROM SpecPhoto as S, SpecLine as L1, SpecLine as L2 WHERE S.specClass = # AND S.SpecObjID = L1.SpecObjID AND S.SpecObjID = L2.SpecObjID AND L1.LineId = # AND L2.LineId = # AND L1.ew/#if (L1.ewErr, #) > # AND L2.ew/#if (L2.ewErr, #) > #"
2019-09-24 18:50:00,1
2019-09-24 18:51:00,1
