18,select top # * from [xSDSSDR7]
2019-03-04 02:51:00,1
2019-03-04 02:57:00,1
2019-03-04 03:01:00,1
2019-05-13 16:00:00,1
2019-05-13 16:10:00,1
2019-05-13 16:17:00,2
2019-05-14 13:42:00,1
2019-05-14 14:07:00,1
2019-05-29 13:49:00,1
2019-06-13 15:57:00,1
2019-09-25 15:00:00,3
2019-12-19 08:27:00,1
2019-12-19 08:49:00,1
2019-12-19 08:52:00,1
2019-12-25 08:24:00,1
