5,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from galaxy p, specobj s where p.objid = s.bestobjid and s.z BETWEEN # AND #"
2019-04-02 08:07:00,1
2019-05-09 19:11:00,1
2019-05-09 19:28:00,1
2019-05-09 19:29:00,1
2019-09-19 13:33:00,1
