647,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # s.ra, s.dec, s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # ORDER BY x.up_id"
2019-04-10 05:42:00,1
2019-04-10 19:08:00,1
2019-04-10 19:09:00,1
2019-04-13 09:32:00,1
2019-04-13 09:37:00,1
2019-04-13 09:38:00,1
2019-04-13 09:39:00,2
2019-04-13 09:40:00,1
2019-04-13 12:25:00,1
2019-04-13 12:27:00,1
2019-04-13 12:33:00,1
2019-04-17 06:52:00,1
2019-04-17 06:55:00,1
2019-04-18 13:32:00,1
2019-04-18 13:36:00,1
2019-04-18 13:37:00,2
2019-04-18 13:38:00,1
2019-04-18 13:41:00,1
2019-04-24 10:50:00,2
2019-04-24 10:51:00,1
2019-04-25 05:45:00,1
2019-04-25 05:46:00,1
2019-04-25 08:28:00,3
2019-04-25 08:29:00,1
2019-04-25 08:30:00,1
2019-04-25 08:31:00,1
2019-04-25 08:37:00,2
2019-04-25 08:38:00,1
2019-04-25 08:52:00,1
2019-04-25 16:50:00,1
2019-05-06 14:31:00,1
2019-05-07 18:49:00,1
2019-05-08 02:45:00,2
2019-05-08 02:46:00,1
2019-05-08 17:42:00,1
2019-05-13 07:04:00,3
2019-05-13 07:10:00,1
2019-05-13 07:11:00,1
2019-05-15 03:04:00,1
2019-05-15 07:43:00,1
2019-05-22 18:51:00,1
2019-05-22 18:53:00,1
2019-05-22 18:55:00,1
2019-05-22 18:56:00,1
2019-05-22 21:56:00,2
2019-05-22 21:57:00,1
2019-05-22 21:58:00,1
2019-05-23 11:05:00,1
2019-05-23 14:13:00,1
2019-05-23 14:14:00,1
2019-05-23 14:16:00,3
2019-05-23 14:20:00,1
2019-05-23 14:22:00,1
2019-05-23 18:14:00,2
2019-05-23 18:15:00,2
2019-05-26 09:20:00,1
2019-05-26 09:21:00,2
2019-05-28 10:10:00,1
2019-05-29 06:42:00,1
2019-05-29 06:43:00,1
2019-05-29 06:48:00,2
2019-06-04 15:29:00,1
2019-06-15 03:45:00,2
2019-06-15 03:50:00,1
2019-06-15 03:53:00,2
2019-06-16 08:51:00,1
2019-06-18 10:50:00,1
2019-06-18 10:51:00,2
2019-06-18 12:41:00,1
2019-06-18 12:42:00,1
2019-06-18 12:43:00,2
2019-06-18 12:45:00,1
2019-06-18 12:46:00,1
2019-06-18 12:56:00,1
2019-06-18 12:57:00,1
2019-06-21 08:08:00,1
2019-06-21 08:10:00,1
2019-06-21 17:41:00,1
2019-06-21 17:46:00,1
2019-06-25 16:03:00,1
2019-06-26 06:20:00,3
2019-06-26 09:36:00,1
2019-06-27 19:27:00,1
2019-06-30 14:51:00,1
2019-07-08 20:28:00,1
2019-07-12 06:40:00,1
2019-07-12 07:10:00,1
2019-07-12 07:18:00,1
2019-07-12 07:20:00,1
2019-07-12 07:24:00,1
2019-07-15 17:38:00,1
2019-07-19 08:06:00,1
2019-07-19 08:07:00,1
2019-07-22 22:00:00,1
2019-07-22 22:04:00,1
2019-07-22 22:13:00,1
2019-07-22 22:14:00,2
2019-07-22 22:16:00,3
2019-07-30 06:55:00,1
2019-07-30 08:42:00,1
2019-07-30 08:43:00,1
2019-07-30 08:44:00,2
2019-07-30 08:45:00,1
2019-07-30 08:51:00,1
2019-07-30 08:58:00,1
2019-07-30 08:59:00,1
2019-07-30 09:00:00,1
2019-08-01 21:38:00,1
2019-08-01 21:39:00,1
2019-08-07 14:34:00,1
2019-08-07 14:35:00,2
2019-08-07 14:36:00,1
2019-08-07 14:37:00,1
2019-08-07 14:38:00,1
2019-08-07 14:39:00,1
2019-08-07 14:40:00,1
2019-08-07 14:42:00,1
2019-08-07 14:45:00,1
2019-08-07 14:47:00,1
2019-08-07 14:48:00,1
2019-08-07 14:49:00,1
2019-08-09 16:14:00,1
2019-08-09 22:04:00,1
2019-08-09 22:05:00,1
2019-08-09 22:41:00,1
2019-08-09 22:51:00,1
2019-08-13 18:20:00,1
2019-08-16 07:42:00,1
2019-08-16 07:44:00,2
2019-08-19 10:55:00,3
2019-08-19 10:56:00,1
2019-08-19 11:15:00,2
2019-08-19 11:16:00,1
2019-08-19 11:28:00,1
2019-08-19 11:29:00,2
2019-08-20 01:50:00,1
2019-08-20 01:52:00,2
2019-08-22 06:55:00,1
2019-08-22 06:56:00,1
2019-08-22 06:58:00,1
2019-08-23 01:46:00,1
2019-08-23 01:48:00,1
2019-08-23 05:41:00,1
2019-08-23 06:00:00,1
2019-08-23 06:02:00,1
2019-08-23 06:07:00,1
2019-08-23 06:11:00,1
2019-08-23 06:13:00,1
2019-08-23 06:18:00,1
2019-08-23 06:38:00,1
2019-08-23 06:51:00,1
2019-08-23 07:17:00,1
2019-08-23 12:32:00,1
2019-08-23 12:56:00,1
2019-08-25 03:43:00,1
2019-08-25 09:02:00,1
2019-08-25 10:23:00,1
2019-08-25 10:25:00,1
2019-08-25 10:58:00,1
2019-08-25 11:05:00,1
2019-08-25 11:10:00,1
2019-08-25 11:15:00,1
2019-08-25 11:26:00,1
2019-08-25 11:47:00,1
2019-08-29 19:36:00,2
2019-08-29 19:37:00,2
2019-08-29 19:38:00,1
2019-09-01 08:43:00,1
2019-09-01 08:46:00,1
2019-09-01 08:47:00,2
2019-09-01 08:48:00,2
2019-09-03 11:24:00,1
2019-09-10 03:18:00,1
2019-09-10 03:20:00,1
2019-09-10 17:33:00,1
2019-09-10 18:01:00,2
2019-09-11 22:16:00,1
2019-09-16 19:32:00,1
2019-09-16 19:33:00,2
2019-09-19 14:18:00,2
2019-09-19 17:54:00,1
2019-09-20 16:45:00,1
2019-09-20 17:00:00,1
2019-09-20 17:03:00,1
2019-09-23 14:50:00,1
2019-09-25 13:01:00,1
2019-09-25 20:19:00,2
2019-09-26 16:42:00,1
2019-09-26 16:57:00,1
2019-09-27 10:53:00,1
2019-09-30 12:35:00,1
2019-10-01 11:12:00,1
2019-10-03 12:49:00,1
2019-10-04 12:05:00,1
2019-10-04 12:06:00,1
2019-10-04 20:34:00,1
2019-10-05 13:59:00,1
2019-10-05 14:01:00,1
2019-10-05 14:03:00,1
2019-10-05 14:08:00,1
2019-10-06 21:30:00,1
2019-10-06 22:14:00,1
2019-10-06 22:17:00,1
2019-10-06 22:36:00,1
2019-10-07 08:51:00,1
2019-10-07 09:13:00,1
2019-10-17 13:11:00,1
2019-10-17 13:14:00,1
2019-10-17 13:15:00,1
2019-10-17 13:16:00,1
2019-10-17 14:04:00,1
2019-10-20 19:01:00,1
2019-10-20 19:31:00,1
2019-10-20 19:57:00,1
2019-10-21 17:48:00,1
2019-10-21 17:49:00,1
2019-10-21 17:50:00,1
2019-10-21 17:51:00,1
2019-10-21 17:52:00,1
2019-10-21 18:54:00,1
2019-10-21 18:58:00,1
2019-10-21 20:15:00,1
2019-10-21 20:30:00,1
2019-10-21 20:46:00,1
2019-10-21 20:58:00,1
2019-10-21 21:16:00,1
2019-10-21 21:27:00,1
2019-10-21 21:38:00,1
2019-10-22 00:00:00,1
2019-10-22 00:19:00,1
2019-10-22 00:29:00,1
2019-10-22 00:40:00,1
2019-10-22 00:42:00,1
2019-10-22 01:53:00,1
2019-10-22 02:56:00,1
2019-10-22 02:57:00,1
2019-10-22 02:58:00,1
2019-10-22 13:10:00,1
2019-10-22 15:37:00,1
2019-10-22 15:47:00,2
2019-10-22 15:54:00,1
2019-10-23 10:01:00,1
2019-10-23 17:09:00,1
2019-10-23 17:31:00,1
2019-10-23 17:40:00,1
2019-10-23 20:37:00,1
2019-10-27 08:52:00,1
2019-10-29 14:31:00,1
2019-11-04 11:50:00,1
2019-11-05 12:06:00,1
2019-11-05 12:07:00,1
2019-11-07 03:01:00,1
2019-11-07 03:26:00,1
2019-11-07 23:51:00,1
2019-11-08 15:56:00,6
2019-11-11 20:59:00,1
2019-11-17 23:19:00,2
2019-11-20 16:12:00,1
2019-11-20 16:34:00,1
2019-11-20 16:44:00,1
2019-11-22 13:06:00,1
2019-11-25 05:39:00,1
2019-11-25 05:40:00,1
2019-11-25 16:22:00,1
2019-11-25 16:29:00,1
2019-11-25 20:11:00,1
2019-11-26 11:58:00,1
2019-11-28 20:27:00,1
2019-11-30 09:16:00,1
2019-11-30 09:19:00,1
2019-12-06 13:21:00,1
2019-12-06 13:42:00,1
2019-12-06 13:44:00,2
2019-12-06 13:46:00,1
2019-12-06 14:08:00,2
2019-12-06 14:10:00,1
2019-12-06 14:16:00,1
2019-12-06 14:17:00,1
2019-12-11 14:50:00,3
2019-12-11 20:20:00,1
2019-12-12 13:27:00,1
2019-12-12 13:28:00,1
2019-12-12 14:19:00,2
2019-12-12 23:14:00,2
2019-12-12 23:15:00,1
2019-12-13 17:17:00,1
2019-12-17 14:32:00,1
2019-12-17 14:40:00,1
2019-12-18 10:26:00,1
2019-12-18 10:28:00,1
2019-12-28 07:12:00,2
2019-12-30 01:09:00,1
