8,"select top # a.specobjid, a.bestObjID, a.z as redshift, b.u, b.g, b.r, b.i, b.z from specobj a, galaxy b where a.bestobjid = b.objid"
2019-01-13 11:39:00,1
2019-01-13 11:43:00,1
2019-01-13 11:44:00,1
2019-01-13 11:45:00,3
2019-01-13 12:12:00,1
2019-02-05 06:22:00,1
