16,SELECT TOP # d.*
2019-07-08 11:16:00,1
2019-07-08 11:17:00,2
2019-07-08 11:18:00,1
2019-07-08 11:20:00,1
2019-07-08 11:21:00,1
2019-07-08 11:22:00,1
2019-07-08 11:23:00,1
2019-07-08 11:24:00,1
2019-07-08 11:25:00,2
2019-07-08 11:37:00,2
2019-07-08 11:39:00,2
2019-07-10 07:17:00,1
