2,"select top # specobjid as name, ra, dec from SpecObj # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #"
2019-08-06 23:08:00,1
2019-08-06 23:09:00,1
