3,"SELECT TOP # specObjID, class, ra, dec, z, zErr, targetObjID, objID, type, psfMag_u, psfMag_g, psfMag_r, psfMagErr_u, psfMagErr_g, psfMagErr_r, flags FROM SpecObj WHERE (class = #) OR (class = #) AND zWarning = #"
2019-10-14 02:32:00,1
2019-10-14 02:37:00,2
