2,"SELECT gal.objID, gal.ra as ra_p, gal.dec as dec_p, gal.specObjID as specObjID_p, s.specObjID as specObjID_s, s.bestObjID, s.ra as ra_s, s.dec as dec_s, s.z into mydb.Mag2#_#_s FROM Galaxy as gal JOIN SpecObjAll as s ON s.bestObjID = gal.objID and s.specObjID = gal.specObjID WHERE gal.mode = # AND gal.type = # AND gal.petroRad_u> # and gal.petroRad_g> # and gal.petroRad_r> # and gal.petroRad_i> # and gal.petroRad_z> # AND gal.petroMag_g BETWEEN # and # AND s.z BETWEEN # and # AND ( (gal.ra BETWEEN # and # AND gal.dec BETWEEN # and #) OR (gal.ra BETWEEN # and # AND gal.dec BETWEEN # and #) OR (gal.ra BETWEEN # and # AND gal.dec BETWEEN # and #) OR (gal.ra BETWEEN # and # AND gal.dec BETWEEN # and #) ) ORDER BY objID"
2019-12-17 08:29:00,1
2019-12-17 08:31:00,1
