11,select top # * from [Liu2#_zoo2MainSpeczSpiral]
2019-09-19 09:45:00,1
2019-09-19 10:17:00,1
2019-09-19 10:19:00,1
2019-09-19 10:33:00,1
2019-09-19 10:44:00,1
2019-09-19 11:00:00,3
2019-09-20 10:41:00,1
2019-09-20 11:24:00,1
2019-09-20 11:26:00,1
