7,select top # * from [sample_targets]
2019-05-08 19:50:00,1
2019-05-08 19:53:00,1
2019-05-08 19:57:00,1
2019-05-09 09:36:00,1
2019-05-09 09:39:00,1
2019-05-09 12:01:00,1
2019-05-10 09:47:00,1
