18,select top # * from Messages
2019-02-14 11:04:00,2
2019-02-14 11:05:00,1
2019-02-14 11:06:00,1
2019-02-19 13:31:00,1
2019-02-19 13:32:00,2
2019-02-19 13:33:00,2
2019-02-19 13:36:00,1
2019-02-19 13:37:00,1
2019-02-19 13:39:00,3
2019-02-19 13:44:00,1
2019-02-19 14:02:00,1
2019-03-06 10:28:00,1
2019-03-06 10:29:00,1
