4,"SELECT into mydb.A0#Salma_# s.objID, s.specObjID, s.ra, s.dec, s.z, s.zErr, s.class, z.kcorr_u, z.kcorr_r, s.petroMag_u, s.petroMag_r FROM SpecPhotoAll s, Photoz z WHERE s.objID = z.objID AND (specclass = # OR specclass = #) AND s.ra BETWEEN # AND # AND s.dec BETWEEN # AND # AND s.class = #"
2019-04-16 03:21:00,2
2019-04-16 03:22:00,2
