4,"SELECT STR (z, #, #) s.z, p.ra, p.dec FROM galaxy p, specObj s WHERE p.objid = s.bestobjid and p.dec BETWEEN # AND # AND p.ra BETWEEN # AND # AND s.z BETWEEN # AND #"
2019-12-08 22:42:00,1
2019-12-08 22:44:00,1
2019-12-16 15:38:00,1
2019-12-25 03:43:00,1
