6,"SELECT p.ra, p.dec, f.mjd_u, p.u, p.g, p.r, p.i, p.z, p.objID FROM photoObj p JOIN field f ON p.fieldid = f.fieldid WHERE type = # AND p.psfMag_i - p.cmodelMag_i > # AND p.ra BETWEEN # AND # AND p.dec BETWEEN # AND #"
2019-05-28 13:46:00,1
2019-05-28 14:27:00,1
2019-05-28 14:28:00,1
2019-05-28 18:16:00,1
2019-05-30 11:43:00,2
