5,"select plate, MJD, fiberID, SUBCLASS from SpecObj where class = # and waveMin < = # and waveMax > = # and snMedian_g > # and snMedian_g < # and subclass LIKE #"
2019-10-12 04:46:00,1
2019-10-12 04:48:00,1
2019-10-13 02:46:00,1
2019-10-13 02:47:00,2
