4,"SELECT DISTINCT p.ra, p.dec, p.g, p.r FROM PhotoObjAll AS p WHERE ( (p.ra between # and #) and (p.dec between # and #) )"
2019-09-27 14:08:00,1
2019-10-02 16:44:00,1
2019-10-02 20:10:00,1
2019-10-02 20:11:00,1
