1456,select zerr from specObj where bestObjID = #
2019-05-22 19:49:00,96
2019-05-22 19:54:00,40
2019-05-22 19:55:00,362
2019-05-22 19:56:00,371
2019-05-22 19:57:00,96
2019-05-30 11:41:00,293
2019-05-30 11:42:00,198
