3,"SELECT s.ra, s.dec, s.z, s.zErr, s.velDisp, s.velDispErr, p.petroMag_r, s.legacyPrimary, s.count (*) FROM SpecObj AS s JOIN SpecPhotoAll AS p ON s.SpecObjID = p.SpecObjID WHERE s.ra BETWEEN # AND # AND s.dec BETWEEN # AND # AND s.class = # AND s.subclass = # AND s.zWarning = # AND p.petroMag_r < #"
2019-11-03 04:58:00,1
2019-11-03 04:59:00,1
2019-11-03 05:10:00,1
