15,select fieldid from field where medianpsfcolor_z between -.# and -.# and q_u between .# and .#
2019-01-24 14:21:00,1
2019-01-24 17:50:00,1
2019-01-25 04:14:00,1
2019-01-25 04:24:00,1
2019-01-25 07:01:00,1
2019-01-25 10:14:00,3
2019-01-28 15:35:00,1
2019-01-28 18:02:00,2
2019-01-28 22:00:00,4
