9,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, p.deVRad_u, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.objid = #"
2019-02-13 20:37:00,1
2019-02-13 20:38:00,1
2019-02-13 20:39:00,2
2019-02-13 20:42:00,1
2019-02-13 20:43:00,2
2019-02-13 20:46:00,1
2019-02-13 20:47:00,1
