3,"SELECT g.sfr_tot_p5#, g.lgm_tot_p5#, g.specsfr_tot_p5# INTO myDB.sfr_sdss_#_#_#z FROM galSpecExtra as g, specObj as s WHERE s.specObjID = g.specObjID AND s.z > = # AND s.z < = #"
2019-09-25 14:58:00,1
2019-09-25 15:09:00,1
2019-09-25 15:10:00,1
