2,"SELECT p.objID, p.ra, p.dec, p.mjd, p.psfMag_u, p.psfMagerr_u, p.cmodelMag_u, p.cmodelMagerr_u, p.psfMag_g, p.psfMagerr_g, p.cmodelMag_g, p.cmodelMagerr_g, p.psfMag_r, p.psfMagerr_r, p.cmodelMag_r, p.cmodelMagerr_r, p.petroMag_r, p.petroMagerr_r, p.psfMag_i, p.psfMagerr_i, p.cmodelMag_i, p.cmodelMagerr_i, p.psfMag_z, p.psfMagerr_z, p.cmodelMag_z, p.cmodelMagerr_z, p.clean FROM PhotoObj P, fGetNearbyObjEq (#, #, #) n WHERE p.CLEAN = # AND p.objID = n.objid"
2019-11-30 09:24:00,1
2019-11-30 09:26:00,1
