17,"SELECT TOP # z, ra, dec FROM SpecObj WHERE abs (z-#) < #"
2019-03-13 09:59:00,2
2019-03-13 10:00:00,1
2019-03-21 07:45:00,1
2019-03-21 07:48:00,1
2019-05-08 04:13:00,1
2019-05-09 07:35:00,1
2019-05-09 07:36:00,1
2019-05-09 07:37:00,2
2019-05-09 07:38:00,3
2019-09-18 04:20:00,1
2019-09-18 07:27:00,3
