12,"SELECT TOP # s.class, s.z as redshift, s.subClass, s.elodieSpType as spectraltype, s.elodieBV as color, s.elodieTEff as temperature, s.elodieLogG as gravity, s.elodieFeH as metallicity FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.u BETWEEN # AND # AND g BETWEEN # AND # AND s.subClass ! = #"
2019-05-10 07:11:00,3
2019-05-10 07:12:00,1
2019-05-10 07:13:00,1
2019-05-10 08:20:00,2
2019-05-10 09:08:00,2
2019-05-10 09:35:00,3
