3,"SELECT TOP # G.modelFluxIvar_u, G.modelFluxIvar_g, G.modelFluxIvar_r FROM dbo.fGetNearbyObjEq (#, #, #) AS GN JOIN Galaxy AS G ON GN.objID = G.objID JOIN PhotoTag AS pt ON pt.objID = G.objID JOIN Photoz AS pz ON GN.objID = pz.objID ORDER by distance"
2019-03-28 14:21:00,1
2019-03-28 14:35:00,1
2019-03-28 14:51:00,1
