9,"CREATE TABLE SDSSimagingSample (ra float, dec float, run smallint, rExtSFD float, uRaw float, gRaw float, rRaw float, iRaw float, zRaw float, uErr float, gErr float, rErr float, iErr float, zErr float, uPsfRaw float, gPsfRaw float, rPsfRaw float, iPsfRaw float, zPsfRaw float, uPsfuErr float, gPsfgErr float, rPsfrErr float, iPsfiErr float, zPsfzErr float, type smallint, ISOLATED int)"
2019-02-11 10:22:00,1
2019-02-11 13:43:00,1
2019-02-11 13:45:00,1
2019-02-11 13:46:00,2
2019-02-11 13:47:00,1
2019-02-11 13:48:00,2
2019-02-11 13:50:00,1
