2,"SELECT A.ra, A.dec, A.objID, A.z, A.zerr, A.class, A.subClass, A.specobjID, D.oiii_#_flux, D.oiii_#_flux_err, E.logMass as logMassFGED, E.logMass_min as logMass_minFGED, E.logMass_max as logMass_maxFGED, E.ssfr as ssfrFGED, E.ssfr_min as ssfr_minFGED, E.ssfr_max as ssfr_maxFGED, F.logMass as logMassFGEND, F.logMass_min as logMass_minFGEND, F.logMass_max as logMass_maxFGEND, F.ssfr as ssfrFGEND, F.ssfr_min as ssfr_minFGEND, F.ssfr_max as ssfr_maxFGEND, G.logMass as logMassFGWD, G.logMass_min as logMass_minFGWD, G.logMass_max as logMass_maxFGWD, G.ssfr as ssfrFGWD, G.ssfr_min as ssfr_minFGWD, G.ssfr_max as ssfr_maxFGWD, H.logMass as logMassFGWND, H.logMass_min as logMass_minFGWND, H.logMass_max as logMass_maxFGWND, H.ssfr as ssfrFGWND, H.ssfr_min as ssfr_minFGWND, H.ssfr_max as ssfr_maxFGWND FROM SpecPhoto as A LEFT OUTER JOIN stellarMassFSPSGranEarlyDust as E ON A.specObjID = E.specObjID LEFT OUTER JOIN stellarMassFSPSGranEarlyNoDust as F ON A.specObjID = F.specObjID LEFT OUTER JOIN stellarMassFSPSGranWideDust as G ON A.specObjID = G.specObjID LEFT OUTER JOIN stellarMassFSPSGranWideNoDust as H ON A.specObjID = H.specObjID LEFT OUTER JOIN galSpecLine as D ON A.specObjID = D.specObjID WHERE A.ra BETWEEN # AND # AND A.class! =# INTO MyDB.StellarMassGalSpecLineOUTER6"
2019-09-10 17:30:00,1
2019-09-10 17:43:00,1
