3,"SELECT TOP # p.objID, p.ra, p.dec, p.type, p.skyVersion, p.run, p.rerun, p.camcol, p.field, p.obj, p.mode, p.flags, s.specObjID, s.sourceType, s.targetType, s.class, s.subClass, z.p_el, z.p_cw, z.p_acw, z.p_edge, z.p_dk, z.p_mg, z.p_cs FROM PhotoObj AS p JOIN SpecObjAll AS s ON s.bestobjid = p.objid JOIN zooVotes as z ON z.objid = p.objid where p.type = # and p.mode = #"
2019-06-22 19:22:00,1
2019-06-26 02:53:00,1
2019-06-26 02:56:00,1
