6,select top # * from [Results]
2019-01-19 10:26:00,1
2019-03-06 05:18:00,1
2019-03-17 12:15:00,1
2019-03-17 12:18:00,1
2019-05-15 11:26:00,1
2019-12-04 16:46:00,1
