10,"SELECT TOP # modelmag_r-#*log1# (#E+#*z) +# as abs_mag_r, objid, rv_teff, modelmag_r FROM SpecPhoto, apogeeStar WHERE (class = #) AND rv_teff = # AND modelmag_r-#*log1# (#E+#*z) +# < #AND z> #"
2019-06-24 09:49:00,1
2019-06-24 09:58:00,1
2019-06-24 09:59:00,2
2019-06-24 10:08:00,1
2019-06-24 10:14:00,1
2019-06-24 10:20:00,1
2019-06-24 10:42:00,1
2019-06-24 10:43:00,1
2019-06-24 11:00:00,1
