5,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM BESTDR1#..SpecObj as s JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = # AND (s.primTarget & (dbo.fPrimTarget (#) ) > #)"
2019-01-19 15:23:00,1
2019-01-19 15:24:00,1
2019-01-19 15:25:00,1
2019-05-09 14:05:00,1
2019-05-09 14:06:00,1
