18,select class
2019-08-11 11:10:00,2
2019-08-11 11:11:00,1
2019-08-11 11:12:00,1
2019-08-11 11:13:00,2
2019-09-20 03:27:00,2
2019-10-04 10:02:00,1
2019-10-04 10:03:00,2
2019-10-04 10:04:00,1
2019-10-04 10:06:00,1
2019-10-04 10:07:00,4
2019-12-23 07:41:00,1
