5,"select ra, dec from specObj where ra BETWEEN # AND # AND dec BETWEEN # and #"
2019-06-27 20:57:00,1
2019-07-24 19:09:00,1
2019-07-24 19:10:00,2
2019-07-24 19:11:00,1
