12,"SELECT dbo.fIAUFromEq (s.ra, s.dec) , s.bestobjId, s.ra, s.dec, s.z, p.zErr, j.g FROM Photoz p JOIN specobj s ON s.bestObjId = p.objId JOIN PhotoObj j ON j.ObjId = p.objId WHERE s.z BETWEEN # AND # AND photoErrorClass = # AND nnCount> # AND p.zErr < = # AND (class = # OR class = # OR class = # OR class = #) AND s.zWarning = # AND j.g > # ORDER BY s.ra DESC"
2019-03-01 17:43:00,1
2019-03-01 17:44:00,1
2019-03-01 17:45:00,2
2019-03-01 17:46:00,1
2019-03-01 17:47:00,1
2019-03-01 17:49:00,1
2019-03-01 17:51:00,1
2019-04-22 23:09:00,3
2019-04-26 21:06:00,1
