4,"SELECT TOP # objid, ra, dec, u, g, i, z, r FROM star WHERE r< #"
2019-03-01 20:29:00,1
2019-03-06 15:16:00,1
2019-03-06 15:17:00,1
2019-03-06 19:47:00,1
