7,SELECT * FROM svi_Spec_Photo_r_do_#_DR1#
2019-11-07 07:55:00,1
2019-11-07 07:56:00,1
2019-11-07 08:01:00,2
2019-11-07 08:06:00,1
2019-11-07 08:07:00,1
2019-11-07 08:08:00,1
