40,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #e-#) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-08 16:06:00,6
2019-02-08 16:07:00,4
2019-02-12 20:02:00,4
2019-02-12 20:03:00,6
2019-02-13 23:14:00,10
2019-02-14 15:53:00,10
