8,SELECT * FROM Mag1#_#ps
2019-12-18 01:21:00,2
2019-12-18 01:30:00,1
2019-12-18 02:08:00,1
2019-12-18 02:09:00,1
2019-12-19 03:10:00,1
2019-12-23 00:33:00,1
2019-12-23 00:34:00,1
