8,"SELECT TOP # dbo.fIAUFromEq (p.ra, p.[dec]) as SDSSname FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = # OR p.type = #)"
2019-06-30 12:33:00,1
2019-07-05 20:27:00,1
2019-07-05 20:41:00,1
2019-07-05 20:55:00,1
2019-08-24 05:46:00,1
2019-10-07 23:43:00,1
2019-10-07 23:45:00,1
2019-12-17 03:24:00,1
