1283,"SELECT TOP # specObjID, z FROM SpecObj WHERE class = # AND zWarning = #"
2019-03-09 06:24:00,1
2019-03-09 08:56:00,1
2019-03-09 09:19:00,1
2019-03-09 09:35:00,1
2019-03-09 11:02:00,2
2019-03-09 11:08:00,1
2019-03-09 11:09:00,1
2019-03-09 11:21:00,3
2019-03-09 11:44:00,1
2019-03-09 14:29:00,1
2019-03-09 15:23:00,1
2019-03-09 16:14:00,1
2019-03-09 20:52:00,1
2019-03-10 02:45:00,1
2019-03-10 11:46:00,1
2019-03-10 12:23:00,1
2019-03-10 12:27:00,1
2019-03-10 13:22:00,1
2019-03-10 13:58:00,1
2019-03-10 13:59:00,1
2019-03-10 14:03:00,1
2019-03-10 17:24:00,1
2019-03-10 18:13:00,1
2019-03-10 18:40:00,1
2019-03-11 03:12:00,1
2019-03-11 08:34:00,1
2019-03-11 16:51:00,1
2019-03-11 20:44:00,1
2019-03-11 20:45:00,1
2019-03-11 22:18:00,1
2019-03-11 22:53:00,1
2019-03-11 22:56:00,1
2019-03-11 23:02:00,1
2019-03-12 00:57:00,1
2019-03-12 00:59:00,1
2019-03-12 13:37:00,1
2019-03-12 14:58:00,1
2019-03-12 14:59:00,1
2019-03-12 17:54:00,2
2019-03-12 19:01:00,1
2019-03-12 19:29:00,1
2019-03-12 19:33:00,1
2019-03-13 03:41:00,1
2019-03-13 09:56:00,1
2019-03-13 10:02:00,1
2019-03-13 15:26:00,1
2019-03-13 18:12:00,1
2019-03-13 18:14:00,1
2019-03-13 19:20:00,1
2019-03-13 20:54:00,1
2019-03-13 20:55:00,1
2019-03-14 03:07:00,1
2019-03-14 12:58:00,1
2019-03-15 01:31:00,1
2019-03-15 02:37:00,1
2019-03-15 03:38:00,1
2019-03-15 11:26:00,1
2019-03-15 11:35:00,1
2019-03-15 11:36:00,1
2019-03-15 15:13:00,2
2019-03-15 15:14:00,1
2019-03-15 18:39:00,1
2019-03-16 10:48:00,1
2019-03-16 11:07:00,1
2019-03-16 11:27:00,1
2019-03-16 12:51:00,1
2019-03-16 13:18:00,1
2019-03-16 15:13:00,1
2019-03-16 18:10:00,1
2019-03-16 19:07:00,1
2019-03-16 19:09:00,1
2019-03-16 20:39:00,1
2019-03-16 20:40:00,1
2019-03-17 01:28:00,1
2019-03-17 09:16:00,1
2019-03-17 09:58:00,1
2019-03-17 10:08:00,1
2019-03-17 11:10:00,1
2019-03-17 11:33:00,1
2019-03-17 11:34:00,1
2019-03-17 15:06:00,1
2019-03-18 00:35:00,1
2019-03-18 09:52:00,1
2019-03-18 09:54:00,1
2019-03-18 15:22:00,1
2019-03-18 15:30:00,1
2019-03-18 20:37:00,1
2019-03-19 11:53:00,1
2019-03-19 11:54:00,1
2019-03-19 13:43:00,2
2019-03-19 14:19:00,1
2019-03-19 14:23:00,13
2019-03-19 18:25:00,1
2019-03-20 09:57:00,1
2019-03-20 10:18:00,1
2019-03-20 10:22:00,1
2019-03-20 10:27:00,1
2019-03-20 10:36:00,2
2019-03-20 10:40:00,1
2019-03-20 10:41:00,1
2019-03-20 13:50:00,1
2019-03-20 14:14:00,1
2019-03-20 14:16:00,1
2019-03-20 14:20:00,1
2019-03-20 14:36:00,1
2019-03-20 14:39:00,1
2019-03-20 17:43:00,1
2019-03-20 21:59:00,1
2019-03-20 22:01:00,1
2019-03-20 22:53:00,1
2019-03-21 05:27:00,1
2019-03-21 08:37:00,1
2019-03-21 09:40:00,1
2019-03-21 10:48:00,1
2019-03-21 11:30:00,1
2019-03-21 14:59:00,1
2019-03-21 15:47:00,1
2019-03-21 16:33:00,1
2019-03-21 21:02:00,1
2019-03-22 06:43:00,1
2019-03-22 09:49:00,1
2019-03-22 19:07:00,1
2019-03-23 21:20:00,1
2019-03-23 22:01:00,2
2019-03-23 22:52:00,1
2019-03-23 23:01:00,1
2019-03-25 02:08:00,1
2019-03-25 02:10:00,1
2019-03-25 06:04:00,1
2019-03-25 08:45:00,1
2019-03-25 09:25:00,1
2019-03-25 09:41:00,1
2019-03-25 09:42:00,1
2019-03-25 09:50:00,1
2019-03-25 10:24:00,1
2019-03-25 11:00:00,1
2019-03-25 17:07:00,1
2019-03-25 18:39:00,1
2019-03-25 18:55:00,1
2019-03-26 00:26:00,1
2019-03-26 06:58:00,1
2019-03-26 09:45:00,1
2019-03-26 10:49:00,1
2019-03-26 17:27:00,3
2019-03-26 17:28:00,4
2019-03-26 18:48:00,1
2019-03-26 19:55:00,1
2019-03-26 20:30:00,1
2019-03-26 20:40:00,1
2019-03-26 20:42:00,1
2019-03-26 20:58:00,1
2019-03-27 12:50:00,1
2019-03-27 17:06:00,1
2019-03-27 19:20:00,1
2019-03-27 19:39:00,1
2019-03-28 16:16:00,1
2019-03-28 18:35:00,1
2019-03-28 19:13:00,1
2019-03-28 19:16:00,1
2019-03-28 20:00:00,1
2019-03-28 20:30:00,1
2019-03-28 21:24:00,1
2019-03-28 21:25:00,2
2019-03-28 23:21:00,1
2019-03-29 00:33:00,1
2019-03-29 16:14:00,1
2019-03-29 19:40:00,1
2019-03-30 00:42:00,1
2019-03-30 00:44:00,1
2019-03-30 09:48:00,1
2019-03-30 15:24:00,1
2019-03-30 19:19:00,1
2019-03-31 13:35:00,1
2019-03-31 21:18:00,1
2019-04-01 06:24:00,1
2019-04-01 10:27:00,1
2019-04-01 15:55:00,1
2019-04-01 17:25:00,1
2019-04-01 18:26:00,1
2019-04-01 21:18:00,1
2019-04-01 22:19:00,1
2019-04-01 23:00:00,1
2019-04-02 10:46:00,1
2019-04-03 21:59:00,1
2019-04-04 05:15:00,1
2019-04-04 13:32:00,1
2019-04-04 19:32:00,1
2019-04-05 18:51:00,1
2019-04-05 20:26:00,1
2019-04-05 20:48:00,1
2019-04-06 02:58:00,1
2019-04-06 04:19:00,1
2019-04-07 14:47:00,1
2019-04-07 15:44:00,1
2019-04-07 16:44:00,1
2019-04-08 15:38:00,1
2019-04-08 18:50:00,1
2019-04-08 19:21:00,1
2019-04-09 02:34:00,1
2019-04-09 03:42:00,1
2019-04-09 12:28:00,1
2019-04-09 21:17:00,1
2019-04-09 21:21:00,1
2019-04-09 21:23:00,1
2019-04-10 00:37:00,1
2019-04-10 08:03:00,2
2019-04-11 02:31:00,2
2019-04-12 01:49:00,1
2019-04-13 06:49:00,1
2019-04-13 07:39:00,1
2019-04-13 15:42:00,1
2019-04-13 15:44:00,1
2019-04-13 20:29:00,1
2019-04-14 07:56:00,1
2019-04-14 12:40:00,1
2019-04-15 13:06:00,1
2019-04-15 17:14:00,1
2019-04-15 22:44:00,1
2019-04-16 06:44:00,1
2019-04-16 06:45:00,2
2019-04-16 06:49:00,1
2019-04-16 07:46:00,1
2019-04-16 07:48:00,1
2019-04-16 18:45:00,1
2019-04-16 20:12:00,1
2019-04-16 23:28:00,1
2019-04-17 21:19:00,1
2019-04-18 05:52:00,1
2019-04-18 09:44:00,1
2019-04-18 09:56:00,1
2019-04-18 14:49:00,1
2019-04-18 21:56:00,1
2019-04-18 22:02:00,1
2019-04-19 01:24:00,1
2019-04-19 01:26:00,1
2019-04-19 01:42:00,1
2019-04-19 10:03:00,1
2019-04-19 19:07:00,1
2019-04-19 21:33:00,1
2019-04-20 21:19:00,1
2019-04-21 13:24:00,1
2019-04-21 13:26:00,1
2019-04-22 10:08:00,1
2019-04-22 12:39:00,1
2019-04-22 14:32:00,1
2019-04-22 16:21:00,1
2019-04-22 23:16:00,1
2019-04-23 19:50:00,2
2019-04-23 19:51:00,1
2019-04-23 19:52:00,1
2019-04-24 00:28:00,1
2019-04-24 03:19:00,1
2019-04-25 00:32:00,1
2019-04-25 07:10:00,1
2019-04-25 07:34:00,1
2019-04-26 03:07:00,1
2019-04-26 17:46:00,1
2019-04-26 17:48:00,1
2019-04-27 07:31:00,1
2019-04-27 18:46:00,1
2019-04-27 20:48:00,1
2019-04-28 03:31:00,1
2019-04-28 08:47:00,1
2019-04-28 09:59:00,1
2019-04-28 13:39:00,1
2019-04-29 06:33:00,1
2019-04-29 07:17:00,1
2019-04-29 07:23:00,1
2019-04-30 04:28:00,1
2019-04-30 08:37:00,1
2019-04-30 10:40:00,1
2019-04-30 12:36:00,1
2019-04-30 16:20:00,1
2019-05-01 02:00:00,1
2019-05-01 15:05:00,1
2019-05-02 09:07:00,1
2019-05-02 11:20:00,1
2019-05-02 19:23:00,1
2019-05-02 21:07:00,1
2019-05-03 04:43:00,1
2019-05-03 06:33:00,1
2019-05-03 14:48:00,1
2019-05-03 14:59:00,1
2019-05-03 17:27:00,1
2019-05-03 20:02:00,1
2019-05-03 22:50:00,1
2019-05-04 00:11:00,1
2019-05-04 13:37:00,1
2019-05-04 18:11:00,1
2019-05-06 07:51:00,1
2019-05-06 08:44:00,1
2019-05-06 10:02:00,1
2019-05-06 14:05:00,2
2019-05-06 15:38:00,1
2019-05-06 16:46:00,1
2019-05-06 17:50:00,1
2019-05-06 17:54:00,1
2019-05-07 15:57:00,1
2019-05-07 21:01:00,1
2019-05-07 22:21:00,1
2019-05-08 18:53:00,2
2019-05-08 21:39:00,2
2019-05-08 21:43:00,2
2019-05-10 03:25:00,1
2019-05-10 08:03:00,1
2019-05-10 16:25:00,1
2019-05-10 17:48:00,1
2019-05-11 06:12:00,1
2019-05-11 07:38:00,1
2019-05-11 14:29:00,1
2019-05-12 20:40:00,1
2019-05-13 03:21:00,1
2019-05-13 08:43:00,1
2019-05-13 23:12:00,1
2019-05-14 02:08:00,1
2019-05-14 08:18:00,1
2019-05-14 12:00:00,1
2019-05-14 22:10:00,1
2019-05-15 23:04:00,1
2019-05-15 23:58:00,1
2019-05-16 00:43:00,1
2019-05-16 23:14:00,1
2019-05-17 04:43:00,1
2019-05-17 05:01:00,1
2019-05-17 05:21:00,1
2019-05-17 05:23:00,1
2019-05-17 07:23:00,1
2019-05-17 19:20:00,1
2019-05-18 15:30:00,1
2019-05-18 20:35:00,1
2019-05-18 21:24:00,1
2019-05-18 22:02:00,1
2019-05-19 11:18:00,1
2019-05-20 18:13:00,1
2019-05-20 19:21:00,1
2019-05-21 03:21:00,1
2019-05-21 03:25:00,1
2019-05-21 09:31:00,1
2019-05-21 11:01:00,1
2019-05-23 04:26:00,1
2019-05-23 07:10:00,1
2019-05-23 10:01:00,1
2019-05-23 13:12:00,1
2019-05-23 13:14:00,1
2019-05-23 13:34:00,1
2019-05-23 17:01:00,1
2019-05-23 20:42:00,1
2019-05-24 02:15:00,1
2019-05-24 04:32:00,1
2019-05-24 08:57:00,1
2019-05-24 13:08:00,1
2019-05-24 13:32:00,1
2019-05-24 17:34:00,1
2019-05-24 19:51:00,1
2019-05-24 20:41:00,1
2019-05-24 21:22:00,1
2019-05-24 23:58:00,1
2019-05-25 03:16:00,1
2019-05-27 12:19:00,1
2019-05-27 20:13:00,1
2019-05-28 05:24:00,1
2019-05-28 21:22:00,1
2019-05-29 04:40:00,1
2019-05-29 13:04:00,1
2019-05-30 03:30:00,1
2019-05-30 16:51:00,1
2019-05-30 21:56:00,1
2019-05-31 02:01:00,1
2019-05-31 16:36:00,1
2019-06-01 09:40:00,1
2019-06-01 22:20:00,1
2019-06-02 15:24:00,1
2019-06-04 08:59:00,1
2019-06-05 01:01:00,1
2019-06-05 04:31:00,1
2019-06-05 08:06:00,1
2019-06-05 08:07:00,1
2019-06-05 18:29:00,1
2019-06-06 08:13:00,1
2019-06-06 08:15:00,1
2019-06-07 15:22:00,1
2019-06-08 11:56:00,1
2019-06-08 15:54:00,1
2019-06-10 21:06:00,1
2019-06-10 21:22:00,1
2019-06-10 23:03:00,1
2019-06-11 00:57:00,1
2019-06-11 01:51:00,1
2019-06-11 02:49:00,1
2019-06-11 15:46:00,1
2019-06-11 16:14:00,1
2019-06-11 23:50:00,1
2019-06-12 13:38:00,1
2019-06-12 16:17:00,1
2019-06-12 23:37:00,1
2019-06-13 04:58:00,1
2019-06-14 06:43:00,1
2019-06-14 12:13:00,1
2019-06-14 23:09:00,1
2019-06-15 02:52:00,1
2019-06-15 09:28:00,1
2019-06-15 12:22:00,1
2019-06-15 15:02:00,1
2019-06-16 17:39:00,1
2019-06-17 09:53:00,1
2019-06-17 14:40:00,1
2019-06-17 18:35:00,1
2019-06-18 11:52:00,1
2019-06-18 13:15:00,1
2019-06-18 14:49:00,1
2019-06-19 01:13:00,1
2019-06-19 13:00:00,1
2019-06-20 00:11:00,1
2019-06-20 03:56:00,1
2019-06-21 00:53:00,1
2019-06-21 06:42:00,1
2019-06-21 08:35:00,1
2019-06-22 04:57:00,1
2019-06-22 09:54:00,1
2019-06-22 19:43:00,1
2019-06-23 16:39:00,1
2019-06-23 17:52:00,1
2019-06-23 23:31:00,1
2019-06-24 03:55:00,1
2019-06-24 12:51:00,1
2019-06-25 09:42:00,1
2019-06-25 09:44:00,1
2019-06-25 11:15:00,1
2019-06-25 12:34:00,1
2019-06-25 15:36:00,1
2019-06-25 15:49:00,1
2019-06-25 19:14:00,1
2019-06-25 23:49:00,1
2019-06-26 01:29:00,1
2019-06-26 23:24:00,1
2019-06-27 02:42:00,1
2019-06-27 06:20:00,1
2019-06-27 08:37:00,1
2019-06-27 20:32:00,1
2019-06-28 04:28:00,1
2019-06-28 09:48:00,2
2019-06-28 13:12:00,2
2019-06-29 05:35:00,1
2019-06-29 15:09:00,1
2019-06-30 02:47:00,1
2019-06-30 19:15:00,1
2019-07-01 08:48:00,1
2019-07-01 12:05:00,1
2019-07-01 21:27:00,1
2019-07-02 01:32:00,1
2019-07-02 06:31:00,1
2019-07-02 08:57:00,1
2019-07-02 15:16:00,1
2019-07-02 15:18:00,1
2019-07-02 18:44:00,1
2019-07-02 19:45:00,1
2019-07-03 01:53:00,1
2019-07-03 09:58:00,1
2019-07-03 14:23:00,1
2019-07-04 04:20:00,1
2019-07-05 12:13:00,1
2019-07-05 20:48:00,1
2019-07-05 22:01:00,1
2019-07-06 01:44:00,1
2019-07-06 07:23:00,1
2019-07-07 00:25:00,1
2019-07-07 11:20:00,1
2019-07-07 22:17:00,1
2019-07-08 05:32:00,1
2019-07-08 13:42:00,1
2019-07-08 13:44:00,1
2019-07-08 17:56:00,1
2019-07-09 19:24:00,1
2019-07-10 10:29:00,1
2019-07-12 03:24:00,1
2019-07-12 11:03:00,1
2019-07-12 19:15:00,1
2019-07-12 21:49:00,1
2019-07-13 04:56:00,1
2019-07-13 09:56:00,1
2019-07-14 00:07:00,1
2019-07-14 02:10:00,1
2019-07-14 08:17:00,1
2019-07-14 08:27:00,1
2019-07-14 15:54:00,1
2019-07-14 17:27:00,1
2019-07-14 18:15:00,1
2019-07-15 14:17:00,1
2019-07-16 05:40:00,1
2019-07-16 12:40:00,1
2019-07-16 23:45:00,1
2019-07-17 10:12:00,1
2019-07-17 15:21:00,1
2019-07-18 10:28:00,1
2019-07-18 18:21:00,1
2019-07-18 21:37:00,1
2019-07-18 23:55:00,1
2019-07-19 22:58:00,1
2019-07-20 00:23:00,1
2019-07-20 00:40:00,1
2019-07-20 04:28:00,1
2019-07-20 04:35:00,1
2019-07-20 05:31:00,1
2019-07-21 06:55:00,1
2019-07-21 10:12:00,1
2019-07-21 18:53:00,1
2019-07-22 05:32:00,1
2019-07-22 16:50:00,1
2019-07-23 15:17:00,1
2019-07-24 01:08:00,1
2019-07-24 01:49:00,1
2019-07-24 02:12:00,1
2019-07-24 08:15:00,1
2019-07-24 14:50:00,1
2019-07-24 18:15:00,1
2019-07-25 05:13:00,1
2019-07-25 23:08:00,1
2019-07-26 02:06:00,1
2019-07-26 08:28:00,1
2019-07-26 19:07:00,1
2019-07-27 11:46:00,1
2019-07-27 21:29:00,1
2019-07-28 08:37:00,1
2019-07-28 17:48:00,1
2019-07-28 18:14:00,1
2019-07-28 20:31:00,1
2019-07-29 08:59:00,1
2019-07-29 20:34:00,1
2019-07-30 02:16:00,1
2019-07-30 09:54:00,1
2019-07-30 16:38:00,1
2019-07-31 02:45:00,1
2019-08-01 00:42:00,1
2019-08-01 04:17:00,1
2019-08-01 12:34:00,1
2019-08-01 12:54:00,1
2019-08-02 08:05:00,1
2019-08-02 19:02:00,1
2019-08-04 21:38:00,1
2019-08-04 21:59:00,1
2019-08-05 04:29:00,1
2019-08-05 08:37:00,1
2019-08-05 15:20:00,1
2019-08-05 21:13:00,1
2019-08-06 02:38:00,1
2019-08-06 03:07:00,1
2019-08-08 19:13:00,1
2019-08-09 14:54:00,1
2019-08-09 17:49:00,1
2019-08-10 09:05:00,1
2019-08-10 09:06:00,1
2019-08-10 11:12:00,1
2019-08-10 11:42:00,1
2019-08-11 00:29:00,1
2019-08-11 02:59:00,1
2019-08-12 15:37:00,1
2019-08-12 16:54:00,1
2019-08-12 16:55:00,1
2019-08-13 10:52:00,1
2019-08-13 13:44:00,1
2019-08-13 15:38:00,1
2019-08-13 19:02:00,2
2019-08-14 19:43:00,1
2019-08-14 22:51:00,1
2019-08-14 22:52:00,2
2019-08-14 22:56:00,1
2019-08-15 03:54:00,1
2019-08-16 07:07:00,1
2019-08-16 13:26:00,1
2019-08-16 23:45:00,1
2019-08-17 09:16:00,1
2019-08-17 10:32:00,1
2019-08-18 22:48:00,1
2019-08-19 10:19:00,1
2019-08-19 13:35:00,1
2019-08-19 21:49:00,2
2019-08-20 20:02:00,1
2019-08-20 23:06:00,1
2019-08-21 03:02:00,1
2019-08-21 04:46:00,1
2019-08-22 00:48:00,1
2019-08-22 07:41:00,1
2019-08-23 01:43:00,1
2019-08-23 08:01:00,1
2019-08-23 14:26:00,1
2019-08-24 21:43:00,1
2019-08-25 02:45:00,1
2019-08-26 22:14:00,1
2019-08-27 18:54:00,1
2019-08-27 18:56:00,3
2019-08-27 22:42:00,1
2019-08-28 00:07:00,1
2019-08-30 05:30:00,1
2019-08-30 11:14:00,1
2019-08-30 13:10:00,1
2019-08-30 14:01:00,1
2019-08-30 14:36:00,1
2019-08-30 21:25:00,1
2019-08-31 08:41:00,1
2019-08-31 13:54:00,1
2019-08-31 17:47:00,1
2019-09-01 05:14:00,1
2019-09-01 07:46:00,1
2019-09-01 08:40:00,1
2019-09-01 17:12:00,1
2019-09-02 10:02:00,1
2019-09-02 18:12:00,1
2019-09-02 18:31:00,1
2019-09-03 16:31:00,1
2019-09-04 16:24:00,1
2019-09-04 23:30:00,1
2019-09-05 08:59:00,1
2019-09-05 22:16:00,1
2019-09-05 22:35:00,1
2019-09-05 23:50:00,1
2019-09-05 23:52:00,1
2019-09-06 03:50:00,2
2019-09-06 12:12:00,1
2019-09-06 19:10:00,1
2019-09-06 21:59:00,1
2019-09-07 10:38:00,1
2019-09-07 17:35:00,1
2019-09-07 18:35:00,1
2019-09-08 02:12:00,1
2019-09-08 07:05:00,1
2019-09-08 10:19:00,1
2019-09-08 15:50:00,1
2019-09-08 18:14:00,1
2019-09-09 08:19:00,1
2019-09-09 16:31:00,1
2019-09-09 16:38:00,1
2019-09-10 00:38:00,1
2019-09-10 08:00:00,1
2019-09-11 12:54:00,1
2019-09-11 22:25:00,1
2019-09-12 01:14:00,2
2019-09-12 01:17:00,1
2019-09-12 07:43:00,1
2019-09-12 09:05:00,1
2019-09-13 00:36:00,1
2019-09-13 05:10:00,1
2019-09-13 19:31:00,1
2019-09-14 17:55:00,1
2019-09-15 00:01:00,1
2019-09-15 06:01:00,1
2019-09-15 07:01:00,1
2019-09-15 08:04:00,1
2019-09-16 08:00:00,1
2019-09-16 08:01:00,1
2019-09-16 13:35:00,1
2019-09-16 13:37:00,1
2019-09-17 02:08:00,1
2019-09-17 03:14:00,1
2019-09-17 10:23:00,1
2019-09-17 15:08:00,1
2019-09-17 16:59:00,1
2019-09-18 04:13:00,1
2019-09-18 11:36:00,1
2019-09-18 14:06:00,1
2019-09-18 14:17:00,1
2019-09-18 15:09:00,1
2019-09-18 19:13:00,1
2019-09-18 22:02:00,1
2019-09-19 00:42:00,1
2019-09-19 01:05:00,1
2019-09-19 06:46:00,1
2019-09-19 09:09:00,1
2019-09-19 15:45:00,1
2019-09-19 17:42:00,1
2019-09-20 01:51:00,1
2019-09-20 08:53:00,1
2019-09-21 13:05:00,1
2019-09-21 21:05:00,1
2019-09-23 05:01:00,1
2019-09-23 05:53:00,1
2019-09-23 06:33:00,1
2019-09-23 19:06:00,1
2019-09-24 00:00:00,1
2019-09-24 01:25:00,1
2019-09-24 05:36:00,1
2019-09-24 12:54:00,1
2019-09-24 19:49:00,1
2019-09-25 07:02:00,1
2019-09-25 07:04:00,1
2019-09-25 07:23:00,1
2019-09-25 09:48:00,1
2019-09-25 19:09:00,1
2019-09-26 05:00:00,1
2019-09-26 06:18:00,1
2019-09-26 07:54:00,1
2019-09-26 19:33:00,1
2019-09-26 19:35:00,1
2019-09-26 21:48:00,1
2019-09-27 04:19:00,1
2019-09-27 11:10:00,1
2019-09-27 15:05:00,1
2019-09-27 23:59:00,1
2019-09-28 04:50:00,1
2019-09-28 14:47:00,1
2019-09-28 15:56:00,2
2019-09-29 01:47:00,1
2019-09-29 08:23:00,1
2019-09-29 18:52:00,1
2019-09-29 22:23:00,1
