14,SELECT * FROM exg_#
2019-09-17 01:39:00,1
2019-09-17 01:40:00,1
2019-09-17 01:55:00,2
2019-09-17 01:56:00,3
2019-09-17 01:57:00,1
2019-09-17 02:15:00,2
2019-09-17 04:48:00,1
2019-09-17 06:15:00,1
2019-09-17 06:23:00,2
