5,"select top # ra, dec, z, class, subclass, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, fiberMag_u, fiberMag_g, fiberMag_r, fiberMag_i, fiberMag_z from specphoto where (z between # and #) and (modelMag_r < #)"
2019-04-09 12:46:00,1
2019-04-09 12:47:00,1
2019-04-09 12:48:00,1
2019-04-09 12:56:00,1
2019-04-28 21:30:00,1
