13,select count (*) as # from specObjAll;
2019-12-03 08:06:00,2
2019-12-03 08:07:00,1
2019-12-03 08:08:00,1
2019-12-03 08:11:00,3
2019-12-03 08:12:00,1
2019-12-03 08:13:00,2
2019-12-03 08:20:00,1
2019-12-03 08:21:00,1
2019-12-03 08:31:00,1
