2,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON p.objID = b.objID WHERE p.g < # AND p.r < # AND (p.type = # OR p.type = #)"
2019-07-10 22:10:00,1
2019-07-10 22:12:00,1
