4,"SELECT survey, (CAST (snMedian+# AS INT) % #) # AS bin, count (*) as count FROM specObjAll WHERE survey IN () and zWarning = # and class = # GROUP BY survey, CAST (snMedian+# AS INT) % # ORDER BY survey, CAST (snMedian+# AS INT) % #"
2019-03-20 18:20:00,1
2019-03-20 18:22:00,2
2019-03-20 18:23:00,1
