12,SELECT DISTINCT FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ( (p.ra between # and #) and (p.dec between # and #) )
2019-03-01 12:10:00,1
2019-05-07 02:40:00,1
2019-05-07 21:39:00,1
2019-05-30 09:48:00,1
2019-05-30 09:49:00,2
2019-05-30 09:51:00,4
2019-06-11 10:00:00,1
2019-11-12 14:37:00,1
