30,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # p.ra, p.dec, p.run, p.rerun, p.camCol, p.field, p.obj, IS# (s.plate, #) as plate, IS# (s.mjd, #) as mjd, IS# (s.fiberid, #) as fiberid FROM ..PhotoObj AS p LEFT OUTER JOIN ..SpecObj s ON p.objID = s.bestObjID JOIN #x AS x ON x.objID = p.objID JOIN #upload AS u ON u.up_id = x.up_id WHERE (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-02-24 14:40:00,1
2019-02-24 14:41:00,1
2019-02-24 18:06:00,1
2019-02-25 06:40:00,1
2019-02-26 14:49:00,1
2019-03-14 20:45:00,1
2019-04-23 14:06:00,1
2019-04-23 14:07:00,3
2019-04-23 14:13:00,2
2019-06-11 13:59:00,1
2019-06-11 14:01:00,1
2019-06-11 14:02:00,1
2019-07-25 09:30:00,1
2019-09-30 10:12:00,1
2019-10-05 08:38:00,1
2019-10-17 16:09:00,1
2019-10-17 16:42:00,1
2019-10-17 16:52:00,1
2019-10-17 16:58:00,1
2019-11-03 11:11:00,1
2019-11-03 11:47:00,1
2019-11-05 19:34:00,1
2019-11-05 19:36:00,1
2019-11-10 06:18:00,1
2019-11-14 13:24:00,1
2019-11-28 18:15:00,1
2019-12-02 06:07:00,1
