1323,"SELECT top # p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetObjFromRect (#, #, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-01-01 03:40:00,1
2019-01-02 23:39:00,1
2019-01-03 20:26:00,1
2019-01-04 08:35:00,1
2019-01-05 07:27:00,1
2019-01-05 23:04:00,1
2019-01-06 02:37:00,1
2019-01-06 12:31:00,1
2019-01-06 19:55:00,1
2019-01-07 13:11:00,1
2019-01-07 14:06:00,1
2019-01-08 03:55:00,1
2019-01-08 11:48:00,1
2019-01-08 14:28:00,1
2019-01-08 18:03:00,1
2019-01-09 01:45:00,1
2019-01-09 05:06:00,1
2019-01-09 15:17:00,1
2019-01-10 13:33:00,1
2019-01-11 16:02:00,1
2019-01-11 16:12:00,1
2019-01-11 17:34:00,1
2019-01-12 09:19:00,1
2019-01-12 13:07:00,1
2019-01-12 16:54:00,1
2019-01-12 23:41:00,1
2019-01-13 00:58:00,1
2019-01-13 07:46:00,1
2019-01-13 08:23:00,1
2019-01-14 02:26:00,1
2019-01-14 17:35:00,1
2019-01-14 22:30:00,1
2019-01-15 06:43:00,1
2019-01-15 08:03:00,1
2019-01-15 15:18:00,1
2019-01-16 04:22:00,1
2019-01-16 16:21:00,1
2019-01-18 00:51:00,1
2019-01-18 11:46:00,1
2019-01-19 17:49:00,1
2019-01-19 18:13:00,1
2019-01-20 13:53:00,1
2019-01-20 15:14:00,1
2019-01-22 00:12:00,1
2019-01-23 09:58:00,1
2019-01-23 22:16:00,1
2019-01-24 03:08:00,1
2019-01-24 03:12:00,1
2019-01-24 08:17:00,1
2019-01-24 12:58:00,1
2019-01-24 14:03:00,1
2019-01-24 17:04:00,1
2019-01-24 21:06:00,1
2019-01-25 14:48:00,1
2019-01-25 16:38:00,1
2019-01-26 08:51:00,1
2019-01-26 19:12:00,1
2019-01-26 20:51:00,1
2019-01-27 03:26:00,1
2019-01-27 06:16:00,1
2019-01-27 23:36:00,1
2019-01-28 05:32:00,1
2019-01-28 06:38:00,1
2019-01-28 07:02:00,1
2019-01-28 13:21:00,1
2019-01-28 21:46:00,2
2019-01-30 12:16:00,1
2019-01-30 13:10:00,1
2019-01-31 12:23:00,1
2019-01-31 12:32:00,1
2019-01-31 22:31:00,1
2019-02-01 00:00:00,1
2019-02-01 02:25:00,1
2019-02-01 08:08:00,1
2019-02-01 19:52:00,1
2019-02-02 02:52:00,1
2019-02-02 11:49:00,1
2019-02-02 14:12:00,1
2019-02-02 23:45:00,1
2019-02-04 06:09:00,1
2019-02-05 10:43:00,1
2019-02-06 00:22:00,1
2019-02-06 11:42:00,1
2019-02-06 15:59:00,1
2019-02-06 17:22:00,1
2019-02-06 19:27:00,1
2019-02-06 21:44:00,1
2019-02-06 21:59:00,1
2019-02-06 22:23:00,1
2019-02-06 23:39:00,1
2019-02-06 23:42:00,1
2019-02-07 09:18:00,1
2019-02-07 23:04:00,1
2019-02-09 02:15:00,1
2019-02-09 02:58:00,1
2019-02-11 02:40:00,1
2019-02-11 22:00:00,1
2019-02-12 00:26:00,1
2019-02-12 04:52:00,1
2019-02-12 09:16:00,1
2019-02-13 19:09:00,1
2019-02-14 03:25:00,1
2019-02-14 07:53:00,1
2019-02-14 23:06:00,1
2019-02-15 06:20:00,1
2019-02-15 15:56:00,1
2019-02-15 17:07:00,1
2019-02-16 10:12:00,1
2019-02-17 03:12:00,1
2019-02-17 16:51:00,1
2019-02-18 12:04:00,1
2019-02-18 15:51:00,1
2019-02-19 09:57:00,1
2019-02-19 12:20:00,1
2019-02-20 02:55:00,1
2019-02-20 03:16:00,1
2019-02-20 04:55:00,1
2019-02-20 07:23:00,1
2019-02-20 23:05:00,1
2019-02-21 06:40:00,1
2019-02-21 11:56:00,1
2019-02-21 14:09:00,1
2019-02-22 01:09:00,1
2019-02-22 07:16:00,1
2019-02-22 11:54:00,1
2019-02-22 12:41:00,1
2019-02-22 23:59:00,1
2019-02-23 10:44:00,1
2019-02-23 11:35:00,1
2019-02-23 14:29:00,1
2019-02-24 07:08:00,1
2019-02-24 13:00:00,1
2019-02-25 05:56:00,1
2019-02-25 12:11:00,1
2019-02-25 15:11:00,1
2019-02-25 15:59:00,1
2019-02-26 15:21:00,1
2019-02-26 19:20:00,1
2019-02-27 09:49:00,1
2019-02-27 10:40:00,1
2019-02-27 12:17:00,1
2019-02-27 15:16:00,1
2019-02-27 15:34:00,1
2019-02-27 18:24:00,1
2019-02-28 05:54:00,1
2019-02-28 06:23:00,1
2019-02-28 07:03:00,1
2019-02-28 13:08:00,1
2019-03-01 16:26:00,1
2019-03-01 16:49:00,1
2019-03-01 20:15:00,1
2019-03-01 21:54:00,1
2019-03-01 22:28:00,1
2019-03-01 22:45:00,1
2019-03-03 03:37:00,1
2019-03-04 06:12:00,1
2019-03-05 07:52:00,1
2019-03-05 10:39:00,1
2019-03-05 13:35:00,1
2019-03-06 07:56:00,1
2019-03-06 12:44:00,1
2019-03-07 03:04:00,1
2019-03-07 20:13:00,1
2019-03-07 20:42:00,1
2019-03-08 03:58:00,1
2019-03-08 13:07:00,1
2019-03-08 13:59:00,1
2019-03-09 16:33:00,1
2019-03-10 01:10:00,1
2019-03-10 03:50:00,1
2019-03-10 23:15:00,1
2019-03-12 16:00:00,1
2019-03-12 23:00:00,1
2019-03-12 23:38:00,1
2019-03-13 16:06:00,1
2019-03-13 17:25:00,4
2019-03-13 18:13:00,1
2019-03-13 18:15:00,2
2019-03-13 18:16:00,2
2019-03-13 19:50:00,1
2019-03-13 21:12:00,4
2019-03-13 23:59:00,4
2019-03-14 04:43:00,1
2019-03-14 11:33:00,1
2019-03-14 14:12:00,1
2019-03-14 18:19:00,3
2019-03-15 14:55:00,3
2019-03-15 16:00:00,3
2019-03-16 00:27:00,1
2019-03-16 22:15:00,1
2019-03-17 13:25:00,1
2019-03-18 15:40:00,1
2019-03-18 22:21:00,1
2019-03-20 11:17:00,1
2019-03-20 12:36:00,1
2019-03-20 19:45:00,1
2019-03-20 23:05:00,1
2019-03-24 10:49:00,1
2019-03-25 07:57:00,1
2019-03-25 09:11:00,1
2019-03-25 13:55:00,1
2019-03-25 16:06:00,1
2019-03-26 15:08:00,1
2019-03-26 23:44:00,1
2019-03-27 12:58:00,1
2019-03-28 09:56:00,1
2019-03-29 05:46:00,1
2019-03-29 11:13:00,1
2019-03-29 11:56:00,1
2019-03-29 12:51:00,1
2019-03-29 15:09:00,1
2019-03-29 18:29:00,1
2019-03-30 17:15:00,1
2019-03-30 22:31:00,1
2019-03-30 22:39:00,1
2019-03-31 10:34:00,1
2019-03-31 17:28:00,1
2019-03-31 17:43:00,1
2019-04-01 10:09:00,1
2019-04-01 21:23:00,1
2019-04-03 18:09:00,1
2019-04-03 18:51:00,3
2019-04-03 20:29:00,3
2019-04-03 21:33:00,3
2019-04-04 02:03:00,3
2019-04-04 13:51:00,1
2019-04-04 16:55:00,3
2019-04-04 17:49:00,1
2019-04-04 17:50:00,2
2019-04-04 18:24:00,3
2019-04-04 20:07:00,1
2019-04-06 05:32:00,1
2019-04-06 06:32:00,1
2019-04-06 13:57:00,1
2019-04-06 22:29:00,1
2019-04-07 00:08:00,1
2019-04-07 20:00:00,1
2019-04-08 18:26:00,1
2019-04-08 18:28:00,1
2019-04-09 07:00:00,1
2019-04-09 15:16:00,1
2019-04-09 19:55:00,1
2019-04-10 11:25:00,1
2019-04-11 21:49:00,1
2019-04-12 09:42:00,1
2019-04-13 00:25:00,1
2019-04-13 01:40:00,1
2019-04-13 06:24:00,1
2019-04-13 15:56:00,1
2019-04-13 16:01:00,1
2019-04-14 01:56:00,1
2019-04-15 04:53:00,1
2019-04-15 06:04:00,1
2019-04-15 07:07:00,1
2019-04-15 15:31:00,1
2019-04-15 15:34:00,1
2019-04-15 15:36:00,1
2019-04-15 19:57:00,1
2019-04-15 20:15:00,1
2019-04-15 23:16:00,1
2019-04-16 05:36:00,1
2019-04-16 22:30:00,1
2019-04-17 00:41:00,1
2019-04-17 11:22:00,1
2019-04-17 17:55:00,1
2019-04-17 19:27:00,1
2019-04-17 20:50:00,1
2019-04-17 22:27:00,1
2019-04-18 03:41:00,1
2019-04-18 05:52:00,1
2019-04-18 06:23:00,1
2019-04-18 06:33:00,1
2019-04-18 07:04:00,1
2019-04-18 09:55:00,1
2019-04-18 10:18:00,1
2019-04-19 01:32:00,1
2019-04-19 01:42:00,1
2019-04-19 18:34:00,1
2019-04-20 01:12:00,1
2019-04-20 18:11:00,1
2019-04-20 21:27:00,1
2019-04-21 10:45:00,1
2019-04-21 12:57:00,1
2019-04-21 13:40:00,1
2019-04-22 01:59:00,1
2019-04-22 03:06:00,1
2019-04-22 10:15:00,1
2019-04-22 21:02:00,1
2019-04-23 05:22:00,1
2019-04-23 11:52:00,1
2019-04-23 14:02:00,1
2019-04-23 18:25:00,1
2019-04-25 01:57:00,1
2019-04-25 02:09:00,2
2019-04-25 03:09:00,1
2019-04-25 04:59:00,1
2019-04-25 05:09:00,1
2019-04-26 13:58:00,1
2019-04-26 14:50:00,1
2019-04-26 16:14:00,1
2019-04-26 19:50:00,1
2019-04-27 02:06:00,1
2019-04-28 00:23:00,1
2019-04-28 04:36:00,1
2019-04-28 04:54:00,1
2019-04-28 07:42:00,1
2019-04-28 09:26:00,1
2019-04-28 10:24:00,1
2019-04-28 11:25:00,1
2019-04-28 12:05:00,1
2019-04-29 19:56:00,1
2019-04-30 03:31:00,1
2019-04-30 12:54:00,1
2019-04-30 21:27:00,1
2019-05-01 13:04:00,1
2019-05-01 23:51:00,1
2019-05-02 03:28:00,1
2019-05-02 12:25:00,1
2019-05-02 23:26:00,1
2019-05-03 06:22:00,1
2019-05-03 10:22:00,1
2019-05-04 04:00:00,1
2019-05-05 01:35:00,1
2019-05-05 20:48:00,1
2019-05-05 20:49:00,3
2019-05-06 04:08:00,3
2019-05-06 04:09:00,3
2019-05-06 04:10:00,4
2019-05-06 05:24:00,1
2019-05-06 05:25:00,2
2019-05-06 05:26:00,3
2019-05-06 05:27:00,2
2019-05-06 06:30:00,1
2019-05-06 17:20:00,2
2019-05-06 17:22:00,2
2019-05-06 17:23:00,3
2019-05-06 17:24:00,1
2019-05-06 17:37:00,1
2019-05-06 17:41:00,3
2019-05-06 17:42:00,3
2019-05-06 18:47:00,1
2019-05-06 18:48:00,4
2019-05-06 18:49:00,1
2019-05-07 09:14:00,1
2019-05-07 11:46:00,1
2019-05-07 15:56:00,1
2019-05-07 16:00:00,1
2019-05-07 16:07:00,1
2019-05-07 16:51:00,1
2019-05-07 17:06:00,1
2019-05-07 17:12:00,1
2019-05-08 05:48:00,1
2019-05-08 21:06:00,1
2019-05-10 20:04:00,1
2019-05-11 03:47:00,1
2019-05-11 19:44:00,1
2019-05-11 20:16:00,1
2019-05-11 23:08:00,1
2019-05-12 05:12:00,1
2019-05-12 21:00:00,1
2019-05-13 12:36:00,1
2019-05-14 06:28:00,1
2019-05-14 07:10:00,1
2019-05-14 09:45:00,1
2019-05-14 18:30:00,1
2019-05-14 23:39:00,1
2019-05-15 02:05:00,4
2019-05-15 16:10:00,1
2019-05-15 19:42:00,1
2019-05-16 00:55:00,1
2019-05-16 02:02:00,1
2019-05-16 04:37:00,1
2019-05-16 14:04:00,1
2019-05-16 17:06:00,1
2019-05-16 18:54:00,1
2019-05-17 05:34:00,1
2019-05-17 09:49:00,1
2019-05-17 09:51:00,1
2019-05-17 14:53:00,1
2019-05-17 21:24:00,1
2019-05-17 21:47:00,1
2019-05-18 12:02:00,1
2019-05-19 00:57:00,1
2019-05-20 00:47:00,1
2019-05-21 00:10:00,1
2019-05-21 05:43:00,1
2019-05-21 22:34:00,1
2019-05-22 18:43:00,1
2019-05-23 01:10:00,1
2019-05-23 03:38:00,1
2019-05-23 04:29:00,1
2019-05-23 07:08:00,1
2019-05-23 09:00:00,1
2019-05-23 09:16:00,1
2019-05-23 13:24:00,1
2019-05-23 18:16:00,1
2019-05-24 10:23:00,1
2019-05-24 14:02:00,1
2019-05-24 18:25:00,1
2019-05-24 23:41:00,1
2019-05-25 00:00:00,1
2019-05-25 07:37:00,1
2019-05-26 01:34:00,1
2019-05-27 13:30:00,1
2019-05-28 15:04:00,1
2019-05-28 21:15:00,1
2019-05-28 21:26:00,1
2019-05-28 21:27:00,3
2019-05-28 21:28:00,1
2019-05-29 00:43:00,1
2019-05-29 02:29:00,1
2019-05-29 18:57:00,1
2019-05-29 19:00:00,1
2019-05-29 21:21:00,1
2019-05-30 08:40:00,1
2019-05-30 17:26:00,1
2019-05-31 05:06:00,1
2019-05-31 10:47:00,1
2019-05-31 18:47:00,1
2019-06-01 03:21:00,1
2019-06-02 06:54:00,4
2019-06-02 09:18:00,1
2019-06-02 12:18:00,1
2019-06-02 15:29:00,1
2019-06-03 01:09:00,1
2019-06-03 16:30:00,1
2019-06-03 16:51:00,2
2019-06-03 16:52:00,2
2019-06-03 17:46:00,1
