3,"select b.eid, b.Qualifications_#, c.value, c.meaning AS # from dbo.Education b cross apply openjson ([Qualifications_#]) left join metadata.columninfo a on a.column_name = # AND a.table_name = # left join metadata.encoding c on c.encoding_id = a.encoding_id AND c.encoding_id = #"
2019-09-17 11:39:00,1
2019-09-17 12:45:00,1
2019-09-17 12:48:00,1
