10,"select top # p.objid, p.ra, p.dec, s.z as redshift from galaxy p, specobj s where p.objid = s.bestobjid and s.z BETWEEN # AND #"
2019-04-02 07:44:00,1
2019-04-02 07:47:00,1
2019-04-02 08:36:00,1
2019-04-02 08:37:00,1
2019-04-02 08:43:00,1
2019-07-09 13:31:00,2
2019-07-09 13:32:00,1
2019-11-20 19:33:00,1
2019-11-20 19:50:00,1
