3499,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = #"
2019-07-23 04:21:00,1
2019-07-24 13:10:00,1
2019-07-25 08:28:00,1
2019-07-25 11:01:00,1
2019-07-25 18:22:00,1
2019-07-26 01:49:00,1
2019-07-29 14:40:00,3
2019-07-29 14:41:00,1
2019-07-30 01:15:00,2
2019-07-30 06:56:00,1
2019-07-30 07:30:00,1
2019-07-30 07:31:00,1
2019-07-30 08:47:00,1
2019-07-30 08:57:00,1
2019-07-30 14:51:00,1
2019-07-30 18:08:00,1
2019-07-30 20:02:00,1
2019-08-01 12:45:00,1
2019-08-01 20:34:00,1
2019-08-01 20:38:00,1
2019-08-01 21:10:00,1
2019-08-02 17:26:00,1
2019-08-02 17:37:00,1
2019-08-03 20:42:00,1
2019-08-04 18:01:00,1
2019-08-04 18:04:00,1
2019-08-04 19:11:00,1
2019-08-05 07:07:00,1
2019-08-05 07:09:00,1
2019-08-05 07:11:00,1
2019-08-05 07:14:00,1
2019-08-05 07:16:00,1
2019-08-05 07:17:00,2
2019-08-05 07:19:00,1
2019-08-05 08:49:00,1
2019-08-06 08:32:00,2
2019-08-06 08:33:00,1
2019-08-06 17:13:00,1
2019-08-06 17:17:00,1
2019-08-06 17:19:00,1
2019-08-06 17:20:00,1
2019-08-06 17:22:00,1
2019-08-06 17:23:00,1
2019-08-07 14:49:00,1
2019-08-09 06:56:00,1
2019-08-09 14:06:00,1
2019-08-09 14:07:00,1
2019-08-09 14:08:00,2
2019-08-09 22:24:00,1
2019-08-13 04:35:00,1
2019-08-13 08:33:00,1
2019-08-13 08:45:00,1
2019-08-13 08:48:00,2
2019-08-13 08:50:00,1
2019-08-13 08:51:00,2
2019-08-13 08:52:00,1
2019-08-13 17:17:00,1
2019-08-13 23:10:00,1
2019-08-14 16:31:00,1
2019-08-14 17:27:00,1
2019-08-14 17:32:00,2
2019-08-16 12:48:00,1
2019-08-16 16:21:00,1
2019-08-17 16:19:00,1
2019-08-19 01:53:00,1
2019-08-19 08:23:00,1
2019-08-19 08:26:00,1
2019-08-19 09:58:00,1
2019-08-19 10:54:00,1
2019-08-20 01:49:00,1
2019-08-20 04:10:00,1
2019-08-20 13:11:00,1
2019-08-21 14:18:00,1
2019-08-22 22:39:00,1
2019-08-22 22:40:00,1
2019-08-23 01:58:00,1
2019-08-23 02:01:00,1
2019-08-23 12:30:00,1
2019-08-23 22:52:00,1
2019-08-25 08:31:00,1
2019-08-25 10:19:00,2
2019-08-25 10:20:00,2
2019-08-26 05:49:00,1
2019-08-28 03:32:00,1
2019-08-28 11:13:00,2
2019-08-28 11:14:00,1
2019-08-28 11:15:00,1
2019-08-28 11:16:00,1
2019-08-28 11:20:00,1
2019-08-28 14:15:00,3
2019-08-29 13:09:00,1
2019-08-29 19:44:00,1
2019-08-29 19:45:00,2
2019-08-30 09:11:00,1
2019-08-30 09:23:00,1
2019-08-30 10:30:00,2
2019-08-31 11:20:00,1
2019-09-02 11:55:00,1
2019-09-02 11:56:00,1
2019-09-02 18:01:00,1
2019-09-03 11:15:00,1
2019-09-03 11:18:00,1
2019-09-04 00:29:00,1
2019-09-04 01:05:00,2
2019-09-04 03:50:00,1
2019-09-04 13:29:00,1
2019-09-04 21:03:00,3
2019-09-05 14:23:00,1
2019-09-05 19:58:00,1
2019-09-06 08:29:00,1
2019-09-06 18:27:00,1
2019-09-06 20:41:00,1
2019-09-09 07:35:00,1
2019-09-09 14:22:00,1
2019-09-10 08:18:00,1
2019-09-10 08:29:00,1
2019-09-10 15:42:00,1
2019-09-10 15:45:00,1
2019-09-10 16:07:00,1
2019-09-10 17:30:00,2
2019-09-10 17:31:00,1
2019-09-10 17:34:00,1
2019-09-10 17:36:00,1
2019-09-10 18:02:00,1
2019-09-10 21:08:00,1
2019-09-11 11:09:00,1
2019-09-11 17:21:00,1
2019-09-11 17:22:00,1
2019-09-11 21:04:00,1
2019-09-12 09:30:00,1
2019-09-12 09:36:00,1
2019-09-12 09:43:00,1
2019-09-12 09:50:00,1
2019-09-12 09:51:00,1
2019-09-12 09:58:00,1
2019-09-12 10:04:00,1
2019-09-12 10:08:00,1
2019-09-12 10:36:00,1
2019-09-12 11:56:00,1
2019-09-12 17:47:00,1
2019-09-12 18:13:00,1
2019-09-12 18:36:00,1
2019-09-12 18:49:00,1
2019-09-12 22:50:00,1
2019-09-13 01:05:00,2
2019-09-13 01:07:00,1
2019-09-13 01:08:00,1
2019-09-13 03:28:00,1
2019-09-13 03:30:00,1
2019-09-13 03:48:00,1
2019-09-13 03:57:00,1
2019-09-13 04:05:00,1
2019-09-13 04:07:00,1
2019-09-13 08:39:00,1
2019-09-13 10:49:00,1
2019-09-13 12:09:00,1
2019-09-13 12:17:00,1
2019-09-13 12:27:00,1
2019-09-13 12:28:00,1
2019-09-13 12:37:00,1
2019-09-13 12:46:00,1
2019-09-13 12:54:00,1
2019-09-13 18:44:00,1
2019-09-15 22:11:00,2
2019-09-15 22:12:00,1
2019-09-16 10:16:00,1
2019-09-16 10:17:00,1
2019-09-16 19:34:00,1
2019-09-17 11:25:00,2
2019-09-17 11:26:00,1
2019-09-17 11:28:00,1
2019-09-17 11:34:00,1
2019-09-17 11:36:00,1
2019-09-17 11:42:00,1
2019-09-17 11:51:00,1
2019-09-17 11:52:00,1
2019-09-17 11:53:00,1
2019-09-17 11:56:00,1
2019-09-17 11:57:00,1
2019-09-17 11:58:00,2
2019-09-17 12:00:00,1
2019-09-17 12:03:00,1
2019-09-17 12:05:00,3
2019-09-17 12:06:00,1
2019-09-17 12:07:00,3
2019-09-17 12:10:00,3
2019-09-17 12:11:00,1
2019-09-17 12:12:00,3
2019-09-17 12:13:00,1
2019-09-17 12:15:00,2
2019-09-17 12:33:00,2
2019-09-17 12:36:00,1
2019-09-17 12:37:00,1
2019-09-17 12:38:00,4
2019-09-17 12:39:00,4
2019-09-17 12:40:00,3
2019-09-17 12:41:00,4
2019-09-17 12:42:00,3
2019-09-17 12:43:00,3
2019-09-17 12:44:00,4
2019-09-17 12:45:00,1
2019-09-17 13:04:00,1
2019-09-18 16:14:00,1
2019-09-19 14:56:00,1
2019-09-19 14:58:00,1
2019-09-20 05:20:00,1
2019-09-20 06:20:00,1
2019-09-20 08:23:00,1
2019-09-20 08:24:00,1
2019-09-20 08:25:00,3
2019-09-20 08:26:00,1
2019-09-20 08:31:00,1
2019-09-20 10:21:00,1
2019-09-20 11:26:00,1
2019-09-20 11:34:00,1
2019-09-20 11:42:00,1
2019-09-20 11:43:00,1
2019-09-20 20:39:00,1
2019-09-20 20:42:00,1
2019-09-20 23:00:00,1
2019-09-21 00:10:00,1
2019-09-21 00:11:00,2
2019-09-21 09:31:00,1
2019-09-21 09:34:00,3
2019-09-21 09:35:00,1
2019-09-21 20:23:00,1
2019-09-21 20:24:00,1
2019-09-23 11:54:00,1
2019-09-23 12:33:00,1
2019-09-23 13:38:00,1
2019-09-23 19:19:00,1
2019-09-24 17:54:00,1
2019-09-25 02:23:00,1
2019-09-25 12:29:00,1
2019-09-26 06:56:00,1
2019-09-26 06:57:00,2
2019-09-26 06:58:00,1
2019-09-26 06:59:00,1
2019-09-26 07:00:00,2
2019-09-26 07:01:00,2
2019-09-26 09:19:00,1
2019-09-26 11:14:00,1
2019-09-26 16:31:00,1
2019-09-26 16:36:00,2
2019-09-26 16:37:00,2
2019-09-26 16:38:00,2
2019-09-26 16:41:00,1
2019-09-26 19:11:00,1
2019-09-29 01:51:00,1
2019-09-29 02:07:00,1
2019-09-29 02:08:00,1
2019-09-30 16:43:00,1
2019-10-01 02:10:00,1
2019-10-01 02:12:00,1
2019-10-01 02:13:00,1
2019-10-01 02:15:00,1
2019-10-01 02:16:00,1
2019-10-01 02:17:00,1
2019-10-01 02:18:00,1
2019-10-01 02:19:00,2
2019-10-01 02:22:00,1
2019-10-01 02:25:00,1
2019-10-01 02:26:00,1
2019-10-01 02:27:00,1
2019-10-01 02:28:00,1
2019-10-01 07:51:00,1
2019-10-01 10:01:00,1
2019-10-01 18:57:00,1
2019-10-01 23:35:00,1
2019-10-02 15:26:00,1
2019-10-02 17:22:00,1
2019-10-02 18:03:00,1
2019-10-02 18:04:00,1
2019-10-02 18:13:00,1
2019-10-02 18:24:00,2
2019-10-02 18:33:00,1
2019-10-02 18:58:00,1
2019-10-02 19:06:00,1
2019-10-02 19:12:00,1
2019-10-02 19:22:00,1
2019-10-02 19:49:00,1
2019-10-02 19:56:00,1
2019-10-02 20:02:00,1
2019-10-02 20:06:00,1
2019-10-02 20:11:00,1
2019-10-03 00:45:00,1
2019-10-03 00:53:00,1
2019-10-03 09:22:00,1
2019-10-03 13:25:00,1
2019-10-04 07:34:00,1
2019-10-04 12:16:00,2
2019-10-04 12:57:00,1
2019-10-04 20:02:00,1
2019-10-04 20:09:00,1
2019-10-04 20:17:00,1
2019-10-04 21:57:00,1
2019-10-05 10:04:00,1
2019-10-05 13:56:00,1
2019-10-05 15:07:00,1
2019-10-05 15:10:00,1
2019-10-05 15:14:00,1
2019-10-05 15:50:00,1
2019-10-05 15:55:00,1
2019-10-06 08:25:00,1
2019-10-06 11:07:00,1
2019-10-07 02:30:00,2
2019-10-07 08:47:00,2
2019-10-07 08:48:00,2
2019-10-07 16:34:00,1
2019-10-08 11:50:00,1
2019-10-08 15:29:00,1
2019-10-08 15:35:00,1
2019-10-08 16:04:00,1
2019-10-08 16:07:00,1
2019-10-08 17:26:00,1
2019-10-08 21:54:00,1
2019-10-09 15:52:00,1
2019-10-09 17:10:00,1
2019-10-10 03:19:00,1
2019-10-10 06:31:00,1
2019-10-11 02:11:00,1
2019-10-11 23:43:00,1
2019-10-12 20:38:00,1
2019-10-12 20:40:00,1
2019-10-12 20:41:00,3
2019-10-12 20:42:00,1
2019-10-12 20:43:00,1
2019-10-14 00:43:00,1
2019-10-14 08:22:00,1
2019-10-14 11:46:00,1
2019-10-14 12:00:00,1
2019-10-14 14:00:00,1
2019-10-14 15:50:00,3
2019-10-15 05:13:00,1
2019-10-15 15:33:00,1
2019-10-16 14:05:00,1
2019-10-17 14:11:00,1
2019-10-17 19:13:00,1
2019-10-18 01:33:00,1
2019-10-18 20:57:00,1
2019-10-18 21:13:00,1
2019-10-19 17:21:00,1
2019-10-20 19:30:00,1
2019-10-21 20:23:00,1
2019-10-21 23:45:00,1
2019-10-22 09:55:00,1
2019-10-22 13:08:00,1
2019-10-23 00:05:00,2
2019-10-23 19:27:00,1
2019-10-23 20:35:00,2
2019-10-23 21:09:00,1
2019-10-24 10:27:00,1
2019-10-24 10:33:00,1
2019-10-25 02:57:00,1
2019-10-25 06:20:00,2
2019-10-25 07:59:00,1
2019-10-25 12:27:00,1
2019-10-25 22:29:00,1
2019-10-25 22:47:00,1
2019-10-27 08:50:00,1
2019-10-28 08:09:00,2
2019-10-29 15:15:00,1
2019-10-29 15:16:00,1
2019-10-29 15:18:00,1
2019-10-29 15:20:00,3
2019-10-29 15:21:00,1
2019-10-29 15:35:00,1
2019-10-30 10:46:00,1
2019-10-30 19:07:00,1
2019-10-31 19:54:00,1
2019-10-31 21:08:00,1
2019-10-31 21:09:00,1
2019-10-31 21:11:00,1
2019-11-01 06:03:00,2
2019-11-01 20:29:00,1
2019-11-02 18:10:00,1
2019-11-04 06:44:00,1
2019-11-04 06:45:00,1
2019-11-04 07:17:00,2
2019-11-04 17:32:00,2
2019-11-04 19:13:00,1
2019-11-04 19:17:00,1
2019-11-05 01:17:00,1
2019-11-05 13:54:00,1
2019-11-05 17:12:00,1
2019-11-05 17:13:00,1
2019-11-05 17:14:00,1
2019-11-06 01:32:00,1
2019-11-06 18:25:00,1
2019-11-06 18:27:00,1
2019-11-06 18:43:00,1
2019-11-06 18:52:00,1
2019-11-06 18:54:00,1
2019-11-06 18:55:00,1
2019-11-06 18:56:00,1
2019-11-06 18:58:00,1
2019-11-07 16:26:00,1
2019-11-07 16:37:00,1
2019-11-07 16:44:00,1
2019-11-07 16:51:00,1
2019-11-07 16:56:00,1
2019-11-07 16:57:00,1
2019-11-07 17:00:00,1
2019-11-07 17:04:00,1
2019-11-07 19:50:00,1
2019-11-07 19:51:00,1
2019-11-07 19:52:00,1
2019-11-07 20:36:00,1
2019-11-07 20:51:00,1
2019-11-07 21:16:00,1
2019-11-07 21:21:00,1
2019-11-07 21:28:00,1
2019-11-07 21:31:00,1
2019-11-07 21:34:00,1
2019-11-07 21:36:00,1
2019-11-07 21:38:00,1
2019-11-07 21:41:00,1
2019-11-07 21:46:00,1
2019-11-07 21:48:00,1
2019-11-08 03:53:00,1
2019-11-08 15:57:00,1
2019-11-08 20:42:00,1
2019-11-09 07:16:00,1
2019-11-09 10:42:00,1
2019-11-10 11:43:00,1
2019-11-10 12:12:00,1
2019-11-11 19:43:00,1
2019-11-11 20:10:00,1
2019-11-12 04:30:00,1
2019-11-12 13:15:00,1
2019-11-12 15:48:00,1
2019-11-13 02:03:00,1
2019-11-14 09:25:00,1
2019-11-14 21:33:00,1
2019-11-15 03:45:00,1
2019-11-15 06:04:00,1
2019-11-15 19:31:00,1
2019-11-16 01:06:00,1
2019-11-16 01:07:00,1
2019-11-16 01:08:00,2
2019-11-16 07:15:00,1
2019-11-17 17:05:00,1
2019-11-17 23:18:00,1
2019-11-18 18:22:00,1
2019-11-18 18:23:00,1
2019-11-18 18:24:00,1
2019-11-18 18:26:00,1
2019-11-18 18:29:00,2
2019-11-19 10:04:00,1
2019-11-19 13:55:00,1
2019-11-19 16:45:00,1
2019-11-19 16:46:00,2
2019-11-19 18:35:00,2
2019-11-20 16:11:00,1
2019-11-20 16:29:00,1
2019-11-21 14:05:00,1
2019-11-21 19:58:00,1
2019-11-21 20:27:00,1
2019-11-21 21:00:00,1
2019-11-22 08:45:00,1
2019-11-22 11:25:00,1
2019-11-22 11:28:00,1
2019-11-22 11:29:00,1
2019-11-22 18:50:00,2
2019-11-22 19:10:00,1
2019-11-22 19:11:00,1
2019-11-22 19:12:00,1
2019-11-22 19:13:00,1
2019-11-22 19:17:00,1
2019-11-23 13:44:00,1
2019-11-23 17:01:00,1
2019-11-25 19:28:00,1
2019-11-25 19:33:00,1
2019-11-26 04:54:00,1
2019-11-26 15:10:00,1
2019-11-26 17:49:00,1
2019-11-26 17:50:00,1
2019-11-26 17:55:00,1
2019-11-26 18:21:00,1
2019-11-27 11:40:00,1
2019-11-28 03:38:00,3
2019-11-28 03:39:00,1
2019-11-28 13:27:00,1
2019-11-29 09:41:00,1
2019-11-30 08:08:00,1
2019-11-30 09:15:00,1
2019-11-30 09:20:00,1
2019-11-30 14:53:00,1
2019-12-01 02:46:00,1
2019-12-01 08:23:00,1
2019-12-01 16:02:00,1
2019-12-02 10:45:00,1
2019-12-02 20:25:00,1
2019-12-02 23:24:00,1
2019-12-03 07:43:00,1
2019-12-03 07:58:00,1
2019-12-03 08:00:00,1
2019-12-03 08:20:00,1
2019-12-03 08:28:00,1
2019-12-03 14:29:00,2
2019-12-04 00:32:00,1
2019-12-04 03:22:00,1
2019-12-04 03:26:00,1
2019-12-04 06:36:00,1
2019-12-04 06:37:00,1
2019-12-04 10:47:00,1
2019-12-04 10:49:00,1
2019-12-04 10:52:00,1
2019-12-04 19:07:00,1
2019-12-04 21:29:00,1
2019-12-04 21:30:00,1
2019-12-05 11:39:00,1
2019-12-05 22:25:00,1
2019-12-06 01:00:00,1
2019-12-06 15:33:00,1
2019-12-09 13:19:00,1
2019-12-09 16:05:00,1
2019-12-09 16:06:00,1
2019-12-09 16:07:00,1
2019-12-09 16:08:00,1
2019-12-09 16:09:00,2
2019-12-09 16:14:00,1
2019-12-09 17:33:00,1
2019-12-09 23:43:00,1
2019-12-09 23:50:00,1
2019-12-10 11:20:00,1
2019-12-10 12:23:00,1
2019-12-10 12:56:00,1
2019-12-10 15:36:00,1
2019-12-10 15:56:00,1
2019-12-10 15:58:00,1
2019-12-10 17:36:00,1
2019-12-10 18:30:00,1
2019-12-11 06:56:00,1
2019-12-11 07:08:00,1
2019-12-11 14:48:00,1
2019-12-11 14:49:00,1
2019-12-11 14:50:00,1
2019-12-11 20:21:00,1
2019-12-11 22:12:00,1
2019-12-12 13:28:00,1
2019-12-12 13:29:00,1
2019-12-12 13:32:00,2
2019-12-12 14:12:00,1
2019-12-12 14:13:00,1
2019-12-12 14:18:00,2
2019-12-13 02:20:00,1
2019-12-13 17:18:00,1
2019-12-13 17:19:00,2
2019-12-13 17:20:00,1
2019-12-13 20:13:00,1
2019-12-13 20:15:00,1
2019-12-13 21:53:00,1
2019-12-13 21:55:00,1
2019-12-13 21:56:00,1
2019-12-13 22:02:00,1
2019-12-14 13:53:00,1
2019-12-14 17:45:00,3
2019-12-14 17:46:00,1
2019-12-14 17:53:00,2
2019-12-15 17:45:00,1
2019-12-16 06:00:00,1
2019-12-17 01:07:00,2
2019-12-17 01:08:00,2
2019-12-17 06:42:00,1
2019-12-17 14:40:00,1
2019-12-19 04:23:00,1
2019-12-19 16:42:00,1
2019-12-22 15:03:00,1
2019-12-29 21:40:00,1
2019-12-29 21:50:00,2
2019-12-30 04:52:00,1
2019-12-30 07:22:00,1
2019-12-30 09:22:00,2
2019-12-31 02:15:00,1
