5,"SELECT p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field FROM PhotoObj AS p WHERE p.ra BETWEEN # AND #"
2019-05-19 09:02:00,1
2019-08-01 19:00:00,1
2019-08-01 19:01:00,1
2019-08-01 19:03:00,1
2019-08-01 19:30:00,1
