15,SELECT count (*) from SpecObj
2019-09-16 09:05:00,2
2019-09-24 12:26:00,4
2019-09-24 12:27:00,1
2019-09-24 12:28:00,3
2019-12-15 13:13:00,1
2019-12-15 13:14:00,3
2019-12-15 13:15:00,1
