11,"select application, count (*) as nRows from SciServerLog.Messages group by application order by count (*) desc"
2019-02-19 14:26:00,2
2019-02-21 13:33:00,1
2019-02-21 13:49:00,1
2019-02-25 13:10:00,1
2019-03-05 12:08:00,1
2019-03-06 12:35:00,1
2019-03-06 12:41:00,1
2019-09-30 12:46:00,1
2019-09-30 14:30:00,1
2019-11-22 15:46:00,1
