10,SELECT * FROM footprintf_#
2019-07-08 01:34:00,1
2019-07-08 01:36:00,1
2019-07-08 03:29:00,1
2019-07-08 03:30:00,1
2019-07-08 03:31:00,1
2019-07-08 03:52:00,2
2019-07-08 04:06:00,2
2019-07-08 20:09:00,1
