2,"select top # f.objID into mydb.mangafirst from first.PhotoObjAll as f CROSS APPLY dbo.fGetNearestObjEq (f.ra, f.dec, #) AS n join PhotoObj AS o on o.objID = n.objID"
2019-10-30 14:30:00,1
2019-10-30 14:31:00,1
