15,select top # * from [initial]
2019-05-17 10:30:00,1
2019-05-17 10:33:00,2
2019-05-17 10:36:00,4
2019-05-17 11:57:00,1
2019-05-18 15:41:00,1
2019-05-18 17:42:00,1
2019-05-19 04:00:00,1
2019-05-19 04:04:00,3
2019-05-19 04:08:00,1
