16,"select top # z, ra, dec, bestObjID from specObj where class = # and z > # and zWarning = # and bestObjID > #"
2019-05-22 18:30:00,2
2019-05-22 18:50:00,2
2019-05-22 19:51:00,1
2019-05-29 16:52:00,1
2019-05-30 11:08:00,2
2019-05-30 11:11:00,2
2019-05-30 11:54:00,2
2019-05-31 09:48:00,3
2019-05-31 09:49:00,1
