10,"SELECT TOP # z, z_err, ra, dec, specObjID, logMass, logMass_median, logMass_err, t_age FROM stellarMassFSPSGranEarlyNoDust INTO MyDB.Table_#_#_mass_#_# WHERE z > # AND z < #"
2019-11-21 08:13:00,2
2019-11-21 08:15:00,2
2019-11-21 08:26:00,1
2019-11-21 08:27:00,1
2019-11-21 11:47:00,2
2019-11-21 11:50:00,1
2019-11-21 11:51:00,1
