5,"select clean, ra, dec, raErr, decErr, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, psfMagErr_u, psfMagErr_g, psfMagErr_r, psfMagErr_i, psfMagErr_z, flags from star where ra between # and # and dec between # and # AND clean = # and ( (flags & #) ! = #) AND ( (flags & #) = #) AND ( ((flags & #) = #) or (psfmagerr_g < = #) ) AND ( ((flags & #) = #) or (flags & #) = #)"
2019-01-17 19:11:00,1
2019-04-01 16:48:00,1
2019-04-01 16:49:00,2
2019-04-01 18:36:00,1
