13,"SELECT objID, ra, dec, g, r FROM Star WHERE (ra between # and #) AND (dec between # and #) AND (ABS (g-r) < #) AND (g > #) and (g < #)"
2019-02-12 09:40:00,1
2019-02-12 09:43:00,1
2019-02-12 09:44:00,1
2019-02-20 05:35:00,1
2019-02-20 05:39:00,1
2019-02-20 05:47:00,2
2019-02-20 05:49:00,1
2019-02-20 07:30:00,1
2019-02-20 07:36:00,1
2019-02-20 09:16:00,1
2019-02-20 09:17:00,1
2019-02-20 10:45:00,1
