2386,select * from PhotoZ where objId = #
2019-01-01 01:21:00,1
2019-01-01 01:23:00,1
2019-01-01 01:54:00,1
2019-01-01 02:43:00,1
2019-01-01 02:56:00,1
2019-01-01 03:04:00,1
2019-01-01 05:42:00,1
2019-01-01 05:48:00,1
2019-01-01 06:30:00,1
2019-01-01 06:53:00,1
2019-01-01 08:38:00,1
2019-01-01 08:42:00,1
2019-01-01 08:53:00,1
2019-01-01 09:55:00,1
2019-01-01 10:23:00,1
2019-01-01 10:39:00,1
2019-01-01 11:10:00,1
2019-01-01 11:42:00,1
2019-01-01 11:52:00,1
2019-01-01 12:09:00,1
2019-01-01 12:47:00,1
2019-01-01 13:05:00,1
2019-01-01 13:14:00,1
2019-01-01 14:28:00,1
2019-01-01 14:32:00,1
2019-01-01 14:45:00,1
2019-01-01 14:54:00,1
2019-01-01 15:48:00,1
2019-01-01 20:52:00,1
2019-01-02 04:34:00,1
2019-01-03 06:10:00,1
2019-01-03 08:08:00,1
2019-01-03 09:42:00,1
2019-01-03 15:05:00,1
2019-01-04 01:11:00,1
2019-01-04 07:44:00,1
2019-01-04 11:02:00,1
2019-01-05 00:26:00,1
2019-01-05 01:50:00,1
2019-01-05 07:23:00,1
2019-01-05 07:46:00,1
2019-01-05 08:00:00,1
2019-01-05 09:04:00,1
2019-01-05 10:55:00,1
2019-01-05 13:21:00,1
2019-01-05 13:44:00,1
2019-01-05 15:55:00,1
2019-01-05 16:42:00,1
2019-01-05 17:54:00,1
2019-01-05 23:52:00,1
2019-01-06 00:17:00,1
2019-01-06 01:10:00,1
2019-01-06 02:09:00,1
2019-01-06 06:11:00,1
2019-01-06 06:33:00,1
2019-01-06 06:45:00,1
2019-01-06 09:18:00,1
2019-01-06 09:30:00,1
2019-01-06 09:35:00,1
2019-01-06 11:09:00,1
2019-01-06 11:15:00,1
2019-01-06 12:40:00,1
2019-01-06 12:52:00,1
2019-01-06 13:06:00,1
2019-01-06 14:52:00,1
2019-01-06 17:44:00,1
2019-01-06 18:23:00,1
2019-01-06 18:37:00,1
2019-01-06 20:12:00,1
2019-01-06 20:15:00,1
2019-01-06 20:19:00,1
2019-01-07 01:13:00,1
2019-01-07 01:39:00,1
2019-01-07 04:48:00,1
2019-01-07 04:59:00,1
2019-01-07 06:33:00,1
2019-01-07 07:14:00,1
2019-01-07 11:02:00,1
2019-01-07 14:27:00,2
2019-01-07 15:00:00,1
2019-01-07 17:07:00,1
2019-01-07 19:35:00,1
2019-01-07 22:06:00,1
2019-01-07 22:25:00,1
2019-01-07 23:10:00,1
2019-01-07 23:24:00,1
2019-01-07 23:53:00,1
2019-01-08 00:20:00,1
2019-01-08 01:06:00,1
2019-01-08 01:08:00,1
2019-01-08 01:19:00,1
2019-01-08 03:07:00,1
2019-01-08 03:31:00,1
2019-01-08 04:18:00,1
2019-01-08 05:11:00,1
2019-01-08 05:56:00,1
2019-01-08 06:15:00,1
2019-01-08 06:18:00,1
2019-01-08 07:11:00,1
2019-01-08 07:38:00,1
2019-01-08 09:02:00,1
2019-01-08 09:45:00,1
2019-01-08 09:49:00,1
2019-01-08 10:20:00,1
2019-01-08 10:32:00,1
2019-01-08 10:39:00,1
2019-01-08 10:42:00,1
2019-01-08 15:34:00,1
2019-01-08 16:42:00,1
2019-01-08 17:33:00,1
2019-01-08 19:20:00,1
2019-01-08 21:17:00,1
2019-01-08 21:45:00,1
2019-01-08 22:56:00,1
2019-01-08 23:08:00,1
2019-01-08 23:46:00,1
2019-01-08 23:58:00,1
2019-01-09 00:23:00,1
2019-01-09 01:31:00,1
2019-01-09 03:23:00,1
2019-01-09 03:28:00,1
2019-01-09 05:51:00,1
2019-01-09 06:12:00,1
2019-01-09 06:14:00,1
2019-01-09 08:20:00,1
2019-01-09 11:16:00,1
2019-01-09 13:25:00,1
2019-01-09 14:34:00,1
2019-01-09 14:40:00,1
2019-01-09 14:48:00,1
2019-01-09 15:23:00,1
2019-01-09 15:24:00,1
2019-01-09 15:58:00,1
2019-01-09 16:40:00,1
2019-01-09 16:52:00,1
2019-01-09 18:52:00,1
2019-01-09 19:53:00,1
2019-01-09 21:05:00,1
2019-01-09 22:10:00,1
2019-01-10 00:15:00,1
2019-01-10 01:21:00,1
2019-01-10 01:57:00,1
2019-01-10 01:58:00,1
2019-01-10 02:30:00,1
2019-01-10 03:08:00,1
2019-01-10 03:25:00,1
2019-01-10 03:26:00,1
2019-01-10 03:42:00,1
2019-01-10 03:44:00,1
2019-01-10 04:56:00,1
2019-01-10 05:04:00,1
2019-01-10 05:39:00,1
2019-01-10 05:49:00,1
2019-01-10 06:18:00,1
2019-01-10 07:04:00,1
2019-01-10 07:16:00,2
2019-01-10 08:37:00,1
2019-01-10 09:08:00,1
2019-01-10 12:13:00,1
2019-01-10 13:08:00,1
2019-01-10 13:32:00,1
