4,"SELECT dbo.fGetNearestSpecObjIdEq (m.ra, m.dec, #) as SpecobjId FROM MyDB.coord_star_xmatch as m WHERE dbo.fGetNearestSpecObjIdEq (m.ra, m.dec, #) IS NOT # SELECT s.ra, s.dec, s.plate, s.mjd, s.fiberid, s.z, s.zWarning, s.class, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z FROM SpecObj as s, PhotoObj as p INTO MyDB.pmf_star_xmatch3 WHERE s.bestObjID = p.objID AND s.zWarning = # AND (p.type = # OR p.type = #)"
2019-11-18 08:04:00,2
2019-11-18 08:05:00,2
